sample_name,doc_mg_l,tdn_mg_l,npoc_flag,tdn_flag,Event,Plot,Grid,Timepoint
TMP_FW_H6_20230417,12.89,0.6,NA,NA,TMP,FW,H6,20230417
TMP_FW_H6_20230515,12.36,0.52,NA,NA,TMP,FW,H6,20230515
TMP_FW_H6_20230607_0800,8.28,0.41,NA,NA,TMP,FW,H6,20230607
TMP_FW_H6_20230607_1600,8.16,0.54,NA,NA,TMP,FW,H6,20230607
TMP_FW_H6_T0,14.41,0.54,NA,NA,TMP,FW,H6,T0
TMP_FW_H6_T1,0.51,NA,NA,value below blank,TMP,FW,H6,T1
TMP_FW_H6_T2,2.81,0.08,NA,NA,TMP,FW,H6,T2
TMP_FW_H6_T3,10.03,0.35,NA,NA,TMP,FW,H6,T3
TMP_FW_H6_T4,10.37,0.42,NA,NA,TMP,FW,H6,T4
TMP_FW_I5_20220718,14.7,0.57,NA,NA,TMP,FW,I5,20220718
TMP_FW_I5_20220808,16.38,0.6,NA,NA,TMP,FW,I5,20220808
TMP_FW_I5_20220912,23.83,1.16,NA,NA,TMP,FW,I5,20220912
TMP_FW_I5_20220915,22.43,0.8,NA,NA,TMP,FW,I5,20220915
TMP_FW_I5_20221019,21.68,0.86,NA,NA,TMP,FW,I5,20221019
TMP_FW_I5_20221128,15.15,0.58,NA,NA,TMP,FW,I5,20221128
TMP_FW_I5_20230202,13.09,0.58,NA,NA,TMP,FW,I5,20230202
TMP_FW_I5_20230417,12.43,0.47,NA,NA,TMP,FW,I5,20230417
TMP_FW_I5_20230515,11.96,0.42,NA,NA,TMP,FW,I5,20230515
TMP_FW_I5_20230603,11.05,0.4,NA,NA,TMP,FW,I5,20230603
TMP_FW_I5_20230606,4.44,0.24,NA,NA,TMP,FW,I5,20230606
TMP_FW_I5_20230607_0800,7.46,0.46,NA,NA,TMP,FW,I5,20230607
TMP_FW_I5_20230607_1600,4.08,0.18,NA,NA,TMP,FW,I5,20230607
TMP_FW_I5_T0,15.67,0.7,NA,NA,TMP,FW,I5,T0
TMP_FW_I5_T1,26.89,0.42,NA,NA,TMP,FW,I5,T1
TMP_FW_I5_T2,18.61,0.3,NA,NA,TMP,FW,I5,T2
TMP_FW_I5_T3,6.89,0.29,NA,NA,TMP,FW,I5,T3
TMP_FW_I5_T4,14.52,0.54,NA,NA,TMP,FW,I5,T4
TMP_FW_POOLED_20220808,11.74,0.68,pooled sample,pooled sample,TMP,FW,POOL,20220808
TMP_FW_POOLED_20220912_20220915,17.39,1.07,pooled sample,pooled sample,TMP,FW,POOL,20220912
TMP_FW_POOLED_20221019-20221024,14.93,0.94,pooled sample,pooled sample,TMP,FW,POOL,20221019
TMP_FW_POOL_20221128_20221201,14.01,0.48,pooled sample,pooled sample,TMP,FW,POOL,20221128
TMP_FW_POOL_20230202,10.75,0.71,pooled sample,pooled sample,TMP,FW,POOL,20230202
TMP_FW_POOL_20230417,11.14,0.49,pooled sample,pooled sample,TMP,FW,POOL,20230417
TMP_FW_POOL_20230515,10.83,0.44,pooled sample,pooled sample,TMP,FW,POOL,20230515
TMP_FW_POOL_T2,3.11,0.15,pooled sample,pooled sample,TMP,FW,POOL,T2
TMP_FW_POOL_T3,13.54,0.35,pooled sample,pooled sample,TMP,FW,POOL,T3
TMP_FW_POOL_T4,11.12,0.46,pooled sample,pooled sample,TMP,FW,POOL,T4
TMP_FW_PW_C3_15cm_20220613,10.55,0.52,NA,NA,TMP,FW,C3,20220613
TMP_FW_PW_C6_15cm_20220615,8.43,0.4,NA,NA,TMP,FW,C6,20220615
TMP_FW_PW_D5_15cm_20220613,9.54,0.4,NA,NA,TMP,FW,D5,20220613
TMP_FW_PW_F4_15cm_20220613,10.91,0.05,NA,NA,TMP,FW,F4,20220613
TMP_FW_PW_H3_15cm_20220615,5.06,0.28,NA,NA,TMP,FW,H3,20220615
TMP_FW_PW_H6_15cm_20220613,13.55,0.66,NA,NA,TMP,FW,H6,20220613
TMP_FW_PW_I5_15cm_20220613,12.73,0.78,NA,NA,TMP,FW,I5,20220613
TMP_FW_SOURCE_20230606_0718,0.48,0.15,NA,NA,TMP,FW,SOURCE,20230606
TMP_FW_SOURCE_20230606_1326,0.35,0.09,NA,NA,TMP,FW,SOURCE,20230606
TMP_FW_SOURCE_20230606_1511,0.35,0.1,NA,NA,TMP,FW,SOURCE,20230606
TMP_FW_SOURCE_20230607_0611,0.41,0.09,NA,NA,TMP,FW,SOURCE,20230607
TMP_FW_SOURCE_20230607_1300,0.36,0.09,NA,NA,TMP,FW,SOURCE,20230607
TMP_FW_SOURCE_20230607_1519,0.29,0.06,NA,NA,TMP,FW,SOURCE,20230607
TMP_FW_SOURCE_HR0,0.83,0.09,NA,NA,TMP,FW,SOURCE,HR0
TMP_FW_SOURCE_HR1,9.12,0.15,NA,NA,TMP,FW,SOURCE,HR1
TMP_FW_SOURCE_HR2,0.92,0.12,NA,NA,TMP,FW,SOURCE,HR2
TMP_FW_SOURCE_HR3,8.73,0.12,NA,NA,TMP,FW,SOURCE,HR3
TMP_FW_SOURCE_HR4,0.595,0.1,average value of multiple aliquots,average value of multiple aliquots,TMP,FW,SOURCE,HR4
TMP_FW_SOURCE_HR5,0.75,0.07,NA,NA,TMP,FW,SOURCE,HR5
TMP_FW_SOURCE_HR7,0.59,0.06,NA,NA,TMP,FW,SOURCE,HR7
TMP_FW_WELL_T1,0.83,0.02,NA,NA,TMP,FW,WELL,T1
TMP_FW_WELL_T2,0.59,0.04,NA,NA,TMP,FW,WELL,T2
TMP_FW_WELL_T3,2.83,0.13,NA,NA,TMP,FW,WELL,T3
TMP_SW_20220523_POOL,13.01,0.51,pooled sample,pooled sample,TMP,SW,POOL,20220523
TMP_SW_B4_20220718,21.99,0.7,NA,NA,TMP,SW,B4,20220718
TMP_SW_B4_20220808,84.9,1.95,NA,NA,TMP,SW,B4,20220808
TMP_SW_B4_20220912,75.62,1.8,NA,NA,TMP,SW,B4,20220912
TMP_SW_B4_20221019,52.57,1.33,NA,NA,TMP,SW,B4,20221019
TMP_SW_B4_20221128,65.26,1.49,NA,NA,TMP,SW,B4,20221128
TMP_SW_B4_20230202,42.47,1.11,NA,NA,TMP,SW,B4,20230202
TMP_SW_B4_20230417,49.13,1.19,NA,NA,TMP,SW,B4,20230417
TMP_SW_B4_20230515,50.34,2.75,NA,NA,TMP,SW,B4,20230515
TMP_SW_B4_20230603,67.48,1.45,NA,NA,TMP,SW,B4,20230603
TMP_SW_B4_20230607_0800,4.18,0.29,NA,NA,TMP,SW,B4,20230607
TMP_SW_B4_20230607_1600,4.27,0.36,NA,NA,TMP,SW,B4,20230607
TMP_SW_B4_T1,11.37,0.48,NA,NA,TMP,SW,B4,T1
TMP_SW_B4_T2,7.3,0.47,NA,NA,TMP,SW,B4,T2
TMP_SW_B4_T3,9.22,0.52,NA,NA,TMP,SW,B4,T3
TMP_SW_B4_T4,8.94,0.52,NA,NA,TMP,SW,B4,T4
TMP_SW_C3_20220718,9.15,0.47,NA,NA,TMP,SW,C3,20220718
TMP_SW_C3_20220808,16.19,0.6,NA,NA,TMP,SW,C3,20220808
TMP_SW_C3_20220915,21.94,3.06,NA,value above cal curve,TMP,SW,C3,20220915
TMP_SW_C3_20221019,14.76,0.51,NA,NA,TMP,SW,C3,20221019
TMP_SW_C3_20221128,23.28,0.94,NA,NA,TMP,SW,C3,20221128
TMP_SW_C3_20230202,45.24,1.47,NA,NA,TMP,SW,C3,20230202
TMP_SW_C3_20230417,53.19,1.59,NA,NA,TMP,SW,C3,20230417
TMP_SW_C3_20230515,53.12,1.41,NA,NA,TMP,SW,C3,20230515
TMP_SW_C3_20230606,8.3,0.4,NA,NA,TMP,SW,C3,20230606
TMP_SW_C3_20230607_0800,6.15,0.37,NA,NA,TMP,SW,C3,20230607
TMP_SW_C3_20230607_1600,5.71,0.34,NA,NA,TMP,SW,C3,20230607
TMP_SW_C3_T1,15.5,0.93,NA,NA,TMP,SW,C3,T1
TMP_SW_C3_T2,8.48,0.5,NA,NA,TMP,SW,C3,T2
TMP_SW_C3_T3,13.23,1.19,NA,NA,TMP,SW,C3,T3
TMP_SW_C3_T4,14.34,1.36,NA,NA,TMP,SW,C3,T4
TMP_SW_C6_20220718,19.29,5.07,NA,value above cal curve,TMP,SW,C6,20220718
TMP_SW_C6_20220915,54.58,1.84,NA,NA,TMP,SW,C6,20220915
TMP_SW_C6_20221019,45.83,2,NA,NA,TMP,SW,C6,20221019
TMP_SW_C6_20221201,44.24,3.32,NA,value above cal curve,TMP,SW,C6,20221201
TMP_SW_C6_20230202,39.86,1.82,NA,NA,TMP,SW,C6,20230202
TMP_SW_C6_20230417,34.28,1.19,NA,NA,TMP,SW,C6,20230417
TMP_SW_C6_T3,5.39,0.57,NA,NA,TMP,SW,C6,T3
TMP_SW_C6_T4,10.46,0.84,NA,NA,TMP,SW,C6,T4
TMP_SW_D5_20220718,6.11,0.44,NA,NA,TMP,SW,D5,20220718
TMP_SW_D5_20220808,24.83,1.11,NA,NA,TMP,SW,D5,20220808
TMP_SW_D5_20221019,37.03,1.04,NA,NA,TMP,SW,D5,20221019
TMP_SW_D5_20221128,43.48,1.24,NA,NA,TMP,SW,D5,20221128
TMP_SW_D5_20230202,52.63,1.54,NA,NA,TMP,SW,D5,20230202
TMP_SW_D5_20230417,58,1.72,NA,NA,TMP,SW,D5,20230417
TMP_SW_D5_20230606,4.14,0.29,NA,NA,TMP,SW,D5,20230606
TMP_SW_D5_20230607_0800,3.87,0.28,NA,NA,TMP,SW,D5,20230607
TMP_SW_D5_20230607_1600,4.04,0.32,NA,NA,TMP,SW,D5,20230607
TMP_SW_D5_T2,4.66,0.4,NA,NA,TMP,SW,D5,T2
TMP_SW_D5_T3,8.04,0.82,NA,NA,TMP,SW,D5,T3
TMP_SW_D5_T4,11.09,0.78,NA,NA,TMP,SW,D5,T4
