plot,grid,mean_vwc_m3m3_15cm,min_vwc_m3m3_15cm,max_vwc_m3m3_15cm,evacuation_datetime,collection_datetime,elapsed_time,tz,grid_vols_mL,doc_mg_l,tdn_mg_l
Estuarine-water,D5,0.3382242985314685,0.324445114,0.351896797,2023-04-14T13:48:00Z,2023-04-17T14:01:00Z,72.2166666666667,EDT,29.5,58,1.72
Estuarine-water,D5,0.2905753669,0.28066672,0.307912816,2023-06-05T15:59:00Z,2023-06-06T21:48:00Z,29.8166666666667,EDT,38,4.14,0.29
Estuarine-water,D5,0.28393970573770494,0.281046862,0.286892515,2023-06-06T21:48:00Z,2023-06-07T13:25:00Z,15.6166666666667,EDT,44,3.87,0.28
Estuarine-water,D5,0.28393970573770494,0.281046862,0.286892515,2023-06-06T21:48:00Z,2023-06-07T13:25:00Z,15.6166666666667,EDT,44,4.04,0.32
Estuarine-water,D5,0.2853782827,0.283378141,0.287621767,2023-06-07T13:25:00Z,2023-06-07T21:11:00Z,7.76666666666667,EDT,38,3.87,0.28
Estuarine-water,D5,0.2853782827,0.283378141,0.287621767,2023-06-07T13:25:00Z,2023-06-07T21:11:00Z,7.76666666666667,EDT,38,4.04,0.32
Estuarine-water,D5,0.2853782827,0.283378141,0.287621767,2023-06-07T13:25:00Z,2023-06-07T21:11:00Z,7.76666666666667,EDT,38,4.2,0.34
Estuarine-water,D5,0.2878131002142857,0.283378141,0.29017027,2023-06-07T13:25:00Z,2023-06-08T21:11:00Z,31.7666666666667,EDT,5,3.87,0.28
Estuarine-water,D5,0.2878131002142857,0.283378141,0.29017027,2023-06-07T13:25:00Z,2023-06-08T21:11:00Z,31.7666666666667,EDT,5,4.04,0.32
Estuarine-water,D5,0.2878131002142857,0.283378141,0.29017027,2023-06-07T13:25:00Z,2023-06-08T21:11:00Z,31.7666666666667,EDT,5,4.2,0.34
Estuarine-water,D5,0.28884166739534883,0.28636885,0.29017027,2023-06-07T21:11:00Z,2023-06-08T18:35:00Z,21.4,EDT,29,3.87,0.28
Estuarine-water,D5,0.28884166739534883,0.28636885,0.29017027,2023-06-07T21:11:00Z,2023-06-08T18:35:00Z,21.4,EDT,29,4.04,0.32
Estuarine-water,D5,0.28884166739534883,0.28636885,0.29017027,2023-06-07T21:11:00Z,2023-06-08T18:35:00Z,21.4,EDT,29,4.2,0.34
Estuarine-water,D5,0.2779877093248731,0.268459507,0.299181187,2023-06-12T13:27:00Z,2023-06-14T16:28:00Z,51.0166666666667,EDT,44,7.68,0.44
Estuarine-water,D5,0.26884885130851066,0.265639474,0.273207403,2023-06-14T16:28:00Z,2023-06-17T15:22:00Z,70.9,EDT,81,4.57,0.35
Estuarine-water,D5,0.28251394590697676,0.274142242,0.30498805,2023-06-23T16:45:00Z,2023-06-27T18:12:00Z,97.45,EDT,64,3.52,0.28
Estuarine-water,D5,0.2686455734208633,0.258106456,0.281857573,2023-08-04T16:25:00Z,2023-08-07T14:44:00Z,70.3166666666667,EDT,63,19.92,0.66
Estuarine-water,D5,0.2953905298591549,0.284735791,0.303839866,2023-09-29T15:22:00Z,2023-10-02T15:23:00Z,72.0166666666667,EDT,37.5,23.07,0.75
Estuarine-water,D5,0.3267749885344828,0.320294584,0.343479367,2023-12-08T15:43:00Z,2023-12-11T16:58:00Z,73.25,EST,10,32.69,0.98
Estuarine-water,E3,0.29389116034375,0.281814904,0.34843285,2022-08-05T15:59:00Z,2022-08-08T15:59:00Z,72,EDT,25,18.85,0.73
Estuarine-water,E3,0.30304773687628866,0.289689274,0.330736852,2023-04-14T13:38:00Z,2023-04-17T14:16:00Z,72.6333333333333,EDT,11,42.35,1.35
Estuarine-water,E3,0.2888413246,0.276201991,0.313071886,2023-06-05T15:59:00Z,2023-06-06T20:58:00Z,28.9833333333333,EDT,29,3.77,0.28
Estuarine-water,E3,0.2993010665714286,0.268626304,0.307129258,2023-06-06T20:58:00Z,2023-06-07T12:32:00Z,15.5666666666667,EDT,52,3.82,0.29
Estuarine-water,E3,0.2993010665714286,0.268626304,0.307129258,2023-06-06T20:58:00Z,2023-06-07T12:32:00Z,15.5666666666667,EDT,52,3.79,0.25
Estuarine-water,E3,0.28663871757142856,0.285965434,0.287579098,2023-06-07T12:23:00Z,2023-06-07T21:03:00Z,8.66666666666667,EDT,38,3.82,0.29
Estuarine-water,E3,0.28663871757142856,0.285965434,0.287579098,2023-06-07T12:23:00Z,2023-06-07T21:03:00Z,8.66666666666667,EDT,38,3.79,0.25
Estuarine-water,E3,0.28663871757142856,0.285965434,0.287579098,2023-06-07T12:23:00Z,2023-06-07T21:03:00Z,8.66666666666667,EDT,38,4.38,0.38
Estuarine-water,E3,0.28137639796923075,0.257450905,0.287579098,2023-06-07T12:23:00Z,2023-06-08T21:03:00Z,32.6666666666667,EDT,27,3.82,0.29
Estuarine-water,E3,0.28137639796923075,0.257450905,0.287579098,2023-06-07T12:23:00Z,2023-06-08T21:03:00Z,32.6666666666667,EDT,27,3.79,0.25
Estuarine-water,E3,0.28137639796923075,0.257450905,0.287579098,2023-06-07T12:23:00Z,2023-06-08T21:03:00Z,32.6666666666667,EDT,27,4.38,0.38
Estuarine-water,E3,0.28268834944444443,0.270608473,0.286139989,2023-06-07T21:03:00Z,2023-06-08T17:30:00Z,20.45,EDT,38,3.82,0.29
Estuarine-water,E3,0.28268834944444443,0.270608473,0.286139989,2023-06-07T21:03:00Z,2023-06-08T17:30:00Z,20.45,EDT,38,3.79,0.25
Estuarine-water,E3,0.28268834944444443,0.270608473,0.286139989,2023-06-07T21:03:00Z,2023-06-08T17:30:00Z,20.45,EDT,38,4.38,0.38
Estuarine-water,E3,0.24749628730662984,0.241364692,0.270608473,2023-06-08T17:30:00Z,2023-06-12T12:55:00Z,91.4166666666667,EDT,25,4.12,0.33
Estuarine-water,E3,0.2503089434411765,0.241655617,0.299759158,2023-06-12T12:55:00Z,2023-06-14T16:57:00Z,52.0333333333333,EDT,54,5.14,0.3
Estuarine-water,E3,0.24264304113454546,0.240107896,0.246007855,2023-06-14T16:57:00Z,2023-06-17T14:57:00Z,70,EDT,27,5.16,0.33
Estuarine-water,E3,0.25010829397637796,0.24005359,0.309320893,2023-06-23T16:47:00Z,2023-06-27T17:39:00Z,96.8666666666667,EDT,64,3.6,0.25
Estuarine-water,E3,0.23235384226589595,0.230049649,0.234844093,2023-07-05T18:35:00Z,2023-07-07T14:38:00Z,44.05,EDT,21,4.3,0.31
Estuarine-water,E3,0.2640622248152174,0.259774426,0.268420717,2023-08-04T16:36:00Z,2023-08-07T14:25:00Z,69.8166666666667,EDT,20,8.31,0.41
Estuarine-water,E3,0.2858485022137931,0.25812973,0.341392465,2023-08-07T14:25:00Z,2023-08-10T15:42:00Z,73.2833333333333,EDT,53,29.26,1
Estuarine-water,F6,0.3280779921211073,0.315054055,0.343037161,2023-04-14T13:54:00Z,2023-04-17T14:06:00Z,72.2,EDT,36.5,42.05,1.4
Estuarine-water,F6,0.29933859606188923,0.290406889,0.309968686,2023-05-12T15:06:00Z,2023-05-15T19:59:00Z,76.8833333333333,EDT,33.5,50.96,1.67
Estuarine-water,F6,0.2808751085,0.267815593,0.290949949,2023-06-12T13:22:00Z,2023-06-14T16:42:00Z,51.3333333333333,EDT,49,4.09,0.34
Estuarine-water,F6,0.27832578390625,0.27069769,0.288901837,2023-06-23T16:56:00Z,2023-06-27T18:02:00Z,97.1,EDT,64,3.83,0.3
Estuarine-water,F6,0.2614991126779661,0.257408236,0.265170115,2023-07-05T18:30:00Z,2023-07-07T14:50:00Z,44.3333333333333,EDT,44.5,4.3,0.35
Estuarine-water,F6,0.268013422,0.258579694,0.280542592,2023-08-04T16:28:00Z,2023-08-07T14:37:00Z,70.15,EDT,42,9.42,0.43
Estuarine-water,F6,0.27501310644776117,0.268940503,0.283944475,2023-09-29T19:25:00Z,2023-10-02T15:16:00Z,67.85,EDT,37.5,30.33,1.11
Estuarine-water,F6,0.2715364054878049,0.271019647,0.2772532,2023-11-13T16:52:00Z,2023-11-16T16:48:00Z,71.9333333333333,EST,20,20.01,0.93
Estuarine-water,F6,0.30546353160278744,0.30421225,0.312610285,2023-12-05T15:46:00Z,2023-12-08T15:49:00Z,72.05,EST,21,38.61,1.23
Estuarine-water,F6,0.30695739468869565,0.303541183,0.320531203,2023-12-05T15:46:00Z,2023-12-11T15:49:00Z,144.05,EST,15,38.61,1.23
Estuarine-water,F6,0.30864470254266213,0.303541183,0.320531203,2023-12-08T15:49:00Z,2023-12-11T17:02:00Z,73.2166666666667,EST,18,34.86,1.09
Estuarine-water,I5,0.32131163625,0.320569993,0.321807394,2023-06-07T11:58:00Z,2023-06-07T20:45:00Z,8.78333333333333,EDT,22,11.37,0.72
Estuarine-water,I5,0.30679219571764704,0.303323959,0.320860918,2023-06-07T20:45:00Z,2023-06-08T17:56:00Z,21.1833333333333,EDT,17,11.37,0.72
Estuarine-water,I5,0.30572003683453236,0.301012075,0.310515625,2023-08-04T16:40:00Z,2023-08-07T14:12:00Z,69.5333333333333,EDT,17.5,18.75,1.55
Estuarine-water,I5,0.3225954469222973,0.298657522,0.345349045,2023-08-07T14:12:00Z,2023-08-10T16:14:00Z,74.0333333333333,EDT,45,48.78,1.45
Freshwater,B4,0.34461856178156997,0.320934619,0.382176271,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,73.0833333333333,EDT,36.5,12.08,0.49
Freshwater,C3,0.32826350627986345,0.302168017,0.412017418,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,73.0833333333333,EDT,36.5,14.84,0.53
Freshwater,D5,0.3412292557440273,0.323836111,0.408844396,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,73.0833333333333,EDT,36.5,18.81,0.75
Freshwater,E3,0.33139812851027395,0.31957309,0.359984512,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,73.0833333333333,EDT,29.5,10.3,0.54
Freshwater,F4,0.3386367543219178,0.330876496,0.354747862,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,73.0833333333333,EDT,36.5,14.67,0.73
Freshwater,H3,0.31815212728082193,0.306368974,0.343425061,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,73.0833333333333,EDT,36.5,11.59,0.46
Freshwater,I5,0.29016680140614337,0.27577918,0.316268182,2022-08-05T15:45:00Z,2022-08-08T16:50:00Z,73.0833333333333,EDT,36.5,16.38,0.6
Freshwater,B4,0.2654498679486301,0.240732415,0.309538117,2022-09-12T16:00:00Z,2022-09-15T16:48:00Z,72.8,EDT,18.5,16.62,2.87
Freshwater,C3,0.22595265186597938,0.211733011,0.231539185,2022-09-12T16:00:00Z,2022-09-15T16:48:00Z,72.8,EDT,32.5,21.35,0.72
Freshwater,D5,0.2698929569109589,0.210879631,0.329239558,2022-09-12T16:00:00Z,2022-09-15T16:48:00Z,72.8,EDT,36.5,17.36,0.57
Freshwater,E3,0.2617999282123288,0.217000693,0.274619359,2022-09-12T16:00:00Z,2022-09-15T16:48:00Z,72.8,EDT,8,8.16,0.4
Freshwater,F6,0.28085718952739724,0.241729318,0.298886383,2022-09-12T16:00:00Z,2022-09-15T16:48:00Z,72.8,EDT,26.5,16.19,0.76
Freshwater,I5,0.23078543684931507,0.201213163,0.248711518,2022-09-12T16:00:00Z,2022-09-15T16:48:00Z,72.8,EDT,36.5,22.43,0.8
Freshwater,B4,0.3094784002923077,0.308533456,0.310306159,2022-10-17T19:00:00Z,2022-10-19T19:39:00Z,48.65,EDT,17.5,13.23,0.38
Freshwater,C3,0.2674039791134021,0.26270695,0.288021304,2022-10-17T19:00:00Z,2022-10-19T19:39:00Z,48.65,EDT,13.5,12.5,0.38
Freshwater,D5,0.2840272071076923,0.282978604,0.285112054,2022-10-17T19:00:00Z,2022-10-19T19:39:00Z,48.65,EDT,21.5,15.08,0.48
Freshwater,E3,0.29149482853092784,0.289615573,0.297598555,2022-10-17T19:00:00Z,2022-10-19T19:39:00Z,48.65,EDT,8,10.08,0.35
Freshwater,H3,0.27764111989230766,0.2757016,0.285402979,2022-10-17T19:00:00Z,2022-10-19T19:39:00Z,48.65,EDT,31.5,11.76,0.5
Freshwater,I5,0.2183052902153846,0.213195394,0.223059691,2022-10-17T19:00:00Z,2022-10-19T19:39:00Z,48.65,EDT,31.5,21.68,0.86
Freshwater,B4,0.32979234859726964,0.324064972,0.380907838,2022-11-25T19:14:00Z,2022-11-28T20:28:00Z,73.2333333333333,EST,19.5,12.31,0.6
Freshwater,C3,0.31019618339249144,0.302788657,0.330682546,2022-11-25T19:14:00Z,2022-11-28T20:28:00Z,73.2333333333333,EST,53.5,15.94,0.52
Freshwater,D5,0.3152146297133106,0.308374417,0.339103855,2022-11-25T19:14:00Z,2022-11-28T20:28:00Z,73.2333333333333,EST,84.5,15.13,0.43
Freshwater,E3,0.32712617818430034,0.317912878,0.358425154,2022-11-25T19:14:00Z,2022-11-28T20:28:00Z,73.2333333333333,EST,20,10.03,0.48
Freshwater,H3,0.3098624040477816,0.303440329,0.334177525,2022-11-25T19:14:00Z,2022-11-28T20:28:00Z,73.2333333333333,EST,49,9.01,0.34
Freshwater,I5,0.2911532324300341,0.285445648,0.305042356,2022-11-25T19:14:00Z,2022-11-28T20:28:00Z,73.2333333333333,EST,74.5,15.15,0.58
Freshwater,B4,0.331044848605852,0.324064972,0.380907838,2022-11-25T19:14:00Z,2022-12-01T20:28:00Z,145.233333333333,EST,10,12.31,0.6
Freshwater,H3,0.3116673602913793,0.303440329,0.334177525,2022-11-25T19:14:00Z,2022-12-01T20:28:00Z,145.233333333333,EST,25,9.01,0.34
Freshwater,B4,0.34283594283959046,0.336272185,0.348366907,2023-01-30T19:30:00Z,2023-02-02T20:30:00Z,73,EST,13.5,11.29,0.49
Freshwater,C3,0.32551015765870306,0.320907466,0.328940875,2023-01-30T19:30:00Z,2023-02-02T20:30:00Z,73,EST,11.5,12.3,0.48
Freshwater,D5,0.32500523895221844,0.318704194,0.329072761,2023-01-30T19:30:00Z,2023-02-02T20:30:00Z,73,EST,36.5,10.41,0.35
Freshwater,F6,0.3495954606917808,0.344518939,0.358747111,2023-01-30T19:30:00Z,2023-02-02T20:30:00Z,73,EST,8.5,13.77,0.64
Freshwater,H3,0.3230815197303754,0.316993555,0.332482402,2023-01-30T19:30:00Z,2023-02-02T20:30:00Z,73,EST,35.5,8.89,0.34
Freshwater,B4,0.33569228734437084,0.332742295,0.343475488,2023-05-12T17:24:00Z,2023-05-15T20:45:00Z,75.35,EDT,32.5,7.94,0.27
Freshwater,B4,0.34047958114,0.309871711,0.389751958,2023-06-05T19:42:00Z,2023-06-06T20:30:00Z,24.8,EDT,17,5.93,0.67
Freshwater,B4,0.3897263065483871,0.388623169,0.390582064,2023-06-07T13:34:00Z,2023-06-07T21:23:00Z,7.81666666666667,EDT,16,4.75,0.26
Freshwater,B4,0.3825663875714286,0.344041822,0.391633273,2023-06-07T21:23:00Z,2023-06-08T20:06:00Z,22.7166666666667,EDT,14,4.75,0.26
Freshwater,B4,0.34190960715526314,0.325026964,0.390659644,2023-06-23T17:04:00Z,2023-06-27T16:02:00Z,94.9666666666667,EDT,39,11.69,0.55
Freshwater,B4,0.3429206501782178,0.294739732,0.382494349,2023-08-07T13:53:00Z,2023-08-10T17:34:00Z,75.6833333333333,EDT,45,14,0.55
Freshwater,C3,0.32639003122413796,0.30770335,0.379158409,2023-04-14T14:17:00Z,2023-04-17T14:55:00Z,72.6333333333333,EDT,13.5,13.39,0.59
Freshwater,C3,0.30292871201986754,0.292978666,0.311097475,2023-05-12T17:21:00Z,2023-05-15T20:55:00Z,75.5666666666667,EDT,43.5,7.51,0.29
Freshwater,C3,0.3216029538347826,0.27108559,0.409530979,2023-06-05T15:59:00Z,2023-06-06T20:40:00Z,28.6833333333333,EDT,63,4.035,0.225
Freshwater,C3,0.40535770395454546,0.393250816,0.411986386,2023-06-06T20:40:00Z,2023-06-07T13:02:00Z,16.3666666666667,EDT,64,6.18,0.31
Freshwater,C3,0.40535770395454546,0.393250816,0.411986386,2023-06-06T20:40:00Z,2023-06-07T13:02:00Z,16.3666666666667,EDT,64,4.51,0.19
Freshwater,C3,0.4111544545882353,0.410395996,0.412052329,2023-06-07T13:02:00Z,2023-06-07T21:34:00Z,8.53333333333333,EDT,63,6.18,0.31
Freshwater,C3,0.4111544545882353,0.410395996,0.412052329,2023-06-07T13:02:00Z,2023-06-07T21:34:00Z,8.53333333333333,EDT,63,4.51,0.19
Freshwater,C3,0.4111544545882353,0.410395996,0.412052329,2023-06-07T13:02:00Z,2023-06-07T21:34:00Z,8.53333333333333,EDT,63,4.95,0.27
Freshwater,C3,0.40322540488188974,0.353653984,0.412052329,2023-06-07T13:02:00Z,2023-06-08T21:34:00Z,32.5333333333333,EDT,25,6.18,0.31
Freshwater,C3,0.40322540488188974,0.353653984,0.412052329,2023-06-07T13:02:00Z,2023-06-08T21:34:00Z,32.5333333333333,EDT,25,4.51,0.19
Freshwater,C3,0.40322540488188974,0.353653984,0.412052329,2023-06-07T13:02:00Z,2023-06-08T21:34:00Z,32.5333333333333,EDT,25,4.95,0.27
Freshwater,C3,0.4028338855,0.363188566,0.411202828,2023-06-07T21:34:00Z,2023-06-08T20:13:00Z,22.65,EDT,39,6.18,0.31
Freshwater,C3,0.4028338855,0.363188566,0.411202828,2023-06-07T21:34:00Z,2023-06-08T20:13:00Z,22.65,EDT,39,4.51,0.19
Freshwater,C3,0.4028338855,0.363188566,0.411202828,2023-06-07T21:34:00Z,2023-06-08T20:13:00Z,22.65,EDT,39,4.95,0.27
Freshwater,C3,0.29294193499526067,0.287086465,0.29773432,2023-06-12T13:39:00Z,2023-06-14T19:02:00Z,53.3833333333333,EDT,27,6.84,0.31
Freshwater,C3,0.3108640577142857,0.285143086,0.386094061,2023-06-23T17:06:00Z,2023-06-27T16:11:00Z,95.0833333333333,EDT,64,11.49,0.4
Freshwater,C3,0.27147976838144333,0.248688244,0.368242903,2023-07-07T14:09:00Z,2023-07-10T15:05:00Z,72.9333333333333,EDT,89,13.4,0.46
Freshwater,C3,0.2609519916618182,0.250639381,0.272462635,2023-08-04T16:54:00Z,2023-08-07T13:47:00Z,68.8833333333333,EDT,21,13.2,0.55
Freshwater,D5,0.3225912719175258,0.294666031,0.410857597,2022-07-14T14:30:00Z,2022-07-18T15:15:00Z,96.75,EDT,35.5,12.17,1.27
Freshwater,E3,0.32218747601546394,0.294177277,0.372680479,2022-07-14T14:30:00Z,2022-07-18T15:15:00Z,96.75,EDT,8,9.61,0.79
Freshwater,I5,0.27998605072093025,0.25568596,0.325698031,2022-07-14T14:30:00Z,2022-07-18T15:15:00Z,96.75,EDT,36.5,14.7,0.57
Freshwater,I5,0.18536463539175257,0.176344894,0.210119347,2022-09-09T15:25:00Z,2022-09-12T16:07:00Z,72.7,EDT,9,23.83,1.16
Freshwater,D5,0.32219362018493153,0.305131573,0.385073884,2023-04-14T14:13:00Z,2023-04-17T15:01:00Z,72.8,EDT,36.5,10.7,0.37
Freshwater,D5,0.3015932265305466,0.300046204,0.30413467,2023-05-12T14:50:00Z,2023-05-15T20:37:00Z,77.7833333333333,EDT,59.5,11.23,0.35
Freshwater,D5,0.3015932265305466,0.300046204,0.30413467,2023-05-12T14:50:00Z,2023-05-15T20:37:00Z,77.7833333333333,EDT,59.5,11.23,0.35
Freshwater,D5,0.3126429310805369,0.303223105,0.323002126,2023-05-31T17:26:00Z,2023-06-03T19:52:00Z,74.4333333333333,EDT,53,10.05,0.36
Freshwater,D5,0.29917508565625,0.294025996,0.303451966,2023-06-03T19:19:00Z,2023-06-05T19:47:00Z,48.4666666666667,EDT,10,5.19,0.2
Freshwater,D5,0.33687242146,0.291686959,0.409794751,2023-06-05T19:47:00Z,2023-06-06T20:50:00Z,25.05,EDT,62,5.95,0.25
Freshwater,D5,0.37628207172727274,0.336904462,0.410116708,2023-06-06T20:50:00Z,2023-06-07T13:21:00Z,16.5166666666667,EDT,63,7.08,0.24
Freshwater,D5,0.37628207172727274,0.336904462,0.410116708,2023-06-06T20:50:00Z,2023-06-07T13:21:00Z,16.5166666666667,EDT,63,5.98,0.24
Freshwater,D5,0.40665575337142856,0.406001089,0.407638027,2023-06-07T13:21:00Z,2023-06-07T22:05:00Z,8.73333333333333,EDT,63,7.08,0.24
Freshwater,D5,0.40665575337142856,0.406001089,0.407638027,2023-06-07T13:21:00Z,2023-06-07T22:05:00Z,8.73333333333333,EDT,63,5.98,0.24
Freshwater,D5,0.40665575337142856,0.406001089,0.407638027,2023-06-07T13:21:00Z,2023-06-07T22:05:00Z,8.73333333333333,EDT,63,5.88,0.27
Freshwater,D5,0.3748677908396947,0.329057245,0.407816461,2023-06-07T13:21:00Z,2023-06-08T22:05:00Z,32.7333333333333,EDT,25,7.08,0.24
Freshwater,D5,0.3748677908396947,0.329057245,0.407816461,2023-06-07T13:21:00Z,2023-06-08T22:05:00Z,32.7333333333333,EDT,25,5.98,0.24
Freshwater,D5,0.3748677908396947,0.329057245,0.407816461,2023-06-07T13:21:00Z,2023-06-08T22:05:00Z,32.7333333333333,EDT,25,5.88,0.27
Freshwater,D5,0.36669977437931034,0.331563079,0.407816461,2023-06-07T22:05:00Z,2023-06-08T19:55:00Z,21.8333333333333,EDT,39,7.08,0.24
Freshwater,D5,0.36669977437931034,0.331563079,0.407816461,2023-06-07T22:05:00Z,2023-06-08T19:55:00Z,21.8333333333333,EDT,39,5.98,0.24
Freshwater,D5,0.36669977437931034,0.331563079,0.407816461,2023-06-07T22:05:00Z,2023-06-08T19:55:00Z,21.8333333333333,EDT,39,5.88,0.27
Freshwater,D5,0.31576678613370474,0.305383708,0.331349734,2023-06-08T19:55:00Z,2023-06-12T13:44:00Z,89.8166666666667,EDT,41,6.77,0.3
Freshwater,D5,0.30301681107943923,0.299336347,0.30537595,2023-06-12T13:44:00Z,2023-06-14T19:13:00Z,53.4833333333333,EDT,27.5,8.14,0.35
Freshwater,D5,0.3278667511666667,0.314390746,0.411470479,2023-06-23T17:23:00Z,2023-06-27T15:49:00Z,94.4333333333333,EDT,64,13.08,0.36
Freshwater,D5,0.2956318754315068,0.274223701,0.402308281,2023-07-07T13:58:00Z,2023-07-10T14:55:00Z,72.95,EDT,76,14.07,0.52
Freshwater,D5,0.29586965355474454,0.287272657,0.304685488,2023-08-04T16:49:00Z,2023-08-07T13:20:00Z,68.5166666666667,EDT,35,11.97,0.48
Freshwater,D5,0.26842776362629756,0.266376484,0.270007228,2023-12-05T16:07:00Z,2023-12-08T16:26:00Z,72.3166666666667,EST,39,11.31,0.35
Freshwater,E3,0.34180790386911,0.338549158,0.349049611,2023-02-02T16:00:00Z,2023-02-06T16:08:00Z,96.1333333333333,EST,10,10.96,1.31
Freshwater,E3,0.3361299072878229,0.333064252,0.339452965,2023-05-12T21:34:00Z,2023-05-15T17:17:00Z,67.7166666666667,EDT,37.5,6.88,0.26
Freshwater,E3,0.34835413645844504,0.338324176,0.376435351,2023-06-23T17:29:00Z,2023-06-27T15:30:00Z,94.0166666666667,EDT,64,7.34,0.35
Freshwater,E3,0.31900548229850745,0.311508649,0.327645289,2023-08-04T18:33:00Z,2023-08-07T13:41:00Z,67.1333333333333,EDT,26,7.22,0.42
Freshwater,F4,0.3435885114117647,0.318820564,0.3781072,2023-06-05T19:21:00Z,2023-06-06T21:16:00Z,25.9166666666667,EDT,63,5.71,0.28
Freshwater,F4,0.3435885114117647,0.318820564,0.3781072,2023-06-05T19:21:00Z,2023-06-06T21:16:00Z,25.9166666666667,EDT,63,7.44,0.3
Freshwater,F4,0.3713185621,0.358339816,0.378297271,2023-06-06T21:16:00Z,2023-06-07T12:40:00Z,15.4,EDT,63,4.65,0.2
Freshwater,F4,0.36829133808108105,0.367781302,0.368813116,2023-06-07T12:40:00Z,2023-06-07T21:54:00Z,9.23333333333333,EDT,63,4.65,0.2
Freshwater,F4,0.36829133808108105,0.367781302,0.368813116,2023-06-07T12:40:00Z,2023-06-07T21:54:00Z,9.23333333333333,EDT,63,5.57,0.28
Freshwater,F4,0.3639533167272727,0.353467792,0.369394966,2023-06-07T12:40:00Z,2023-06-08T21:54:00Z,33.2333333333333,EDT,25,4.65,0.2
Freshwater,F4,0.3639533167272727,0.353467792,0.369394966,2023-06-07T12:40:00Z,2023-06-08T21:54:00Z,33.2333333333333,EDT,25,5.57,0.28
Freshwater,F4,0.3627254565,0.354332809,0.369394966,2023-06-07T21:54:00Z,2023-06-08T20:32:00Z,22.6333333333333,EDT,39,4.65,0.2
Freshwater,F4,0.3627254565,0.354332809,0.369394966,2023-06-07T21:54:00Z,2023-06-08T20:32:00Z,22.6333333333333,EDT,39,5.57,0.28
Freshwater,F4,0.3423959131590297,0.333134074,0.369895357,2023-06-23T17:32:00Z,2023-06-27T15:17:00Z,93.75,EDT,64,12.19,0.42
Freshwater,F4,0.31628236501030926,0.297955423,0.369976816,2023-07-07T13:44:00Z,2023-07-10T14:35:00Z,72.85,EDT,74,14.93,0.57
Freshwater,F4,0.3145214062936803,0.305271217,0.32271508,2023-08-04T17:02:00Z,2023-08-07T13:04:00Z,68.0333333333333,EDT,30,12.12,0.52
Freshwater,F4,0.3116260745102041,0.290690056,0.379538551,2023-12-08T16:44:00Z,2023-12-11T18:18:00Z,73.5666666666667,EST,28,15.21,0.44
Freshwater,F6,0.34359064978688525,0.340659334,0.350073667,2023-05-12T17:14:00Z,2023-05-15T21:46:00Z,76.5333333333333,EDT,54.5,14.77,0.37
Freshwater,F6,0.34359064978688525,0.340659334,0.350073667,2023-05-12T17:14:00Z,2023-05-15T21:46:00Z,76.5333333333333,EDT,54.5,14.77,0.37
Freshwater,F6,0.35677259656,0.348766444,0.384189472,2023-06-23T17:26:00Z,2023-06-27T15:40:00Z,94.2333333333333,EDT,64,11.95,0.42
Freshwater,F6,0.34301176063787375,0.301291363,0.369332902,2023-08-07T13:16:00Z,2023-08-10T17:07:00Z,75.85,EDT,59,15.04,1.61
Freshwater,F6,0.32095900319655174,0.319491631,0.328180591,2023-12-05T16:26:00Z,2023-12-08T17:08:00Z,72.7,EST,26,14.66,0.45
Freshwater,F6,0.32503285981109187,0.318087433,0.369014824,2023-12-05T16:26:00Z,2023-12-11T17:08:00Z,144.7,EST,35,14.66,0.45
Freshwater,H3,0.31783980135958906,0.304344136,0.339817591,2023-04-14T14:10:00Z,2023-04-17T15:11:00Z,73.0166666666667,EDT,36.5,8.59,0.32
Freshwater,H3,0.31353173837142856,0.310635874,0.322338817,2023-05-12T14:38:00Z,2023-05-15T21:15:00Z,78.6166666666667,EDT,22.5,9.76,0.68
Freshwater,H3,0.319717558302521,0.297765352,0.358560919,2023-06-05T15:59:00Z,2023-06-06T22:00:00Z,30.0166666666667,EDT,31,4.16,0.19
Freshwater,H3,0.3471805349137931,0.339491755,0.358471702,2023-06-06T22:00:00Z,2023-06-07T12:27:00Z,14.45,EDT,33,4.69,0.23
Freshwater,H3,0.3471805349137931,0.339491755,0.358471702,2023-06-06T22:00:00Z,2023-06-07T12:27:00Z,14.45,EDT,33,4.17,0.21
Freshwater,H3,0.3524014196363636,0.35157484,0.35805277,2023-06-07T12:27:00Z,2023-06-07T20:54:00Z,8.45,EDT,37,4.69,0.23
Freshwater,H3,0.3524014196363636,0.35157484,0.35805277,2023-06-07T12:27:00Z,2023-06-07T20:54:00Z,8.45,EDT,37,4.17,0.21
Freshwater,H3,0.32502712994652405,0.313153345,0.357145084,2023-06-23T17:34:00Z,2023-06-27T15:08:00Z,93.5666666666667,EDT,64,6.84,0.3
Freshwater,H3,0.32624035021875,0.294766885,0.354728467,2023-08-07T17:04:00Z,2023-08-10T17:22:00Z,72.3,EDT,64,9.2,0.42
