Site,plot,grid,Cond,Cond_units,collection_temp_C,datetime,Date_YYYYMMDD,Time_24hr,tz,evacuation_date,flag
TEMPEST,Freshwater,D5,NA,NA,19.1,2023-06-07T16:21:00Z,20230607,921,EDT,2023-06-07,NA
TEMPEST,Freshwater,D5,NA,NA,19.1,2023-06-07T16:21:00Z,20230607,921,EDT,2023-06-06,NA
TEMPEST,Freshwater,I5,NA,NA,17.8,2023-06-07T15:01:00Z,20230607,801,EDT,2023-06-07,NA
TEMPEST,Freshwater,I5,NA,NA,17.8,2023-06-07T15:01:00Z,20230607,801,EDT,2023-06-06,NA
TEMPEST,Saltwater,C3,NA,NA,19,2023-06-07T15:51:00Z,20230607,851,EDT,2023-06-07,NA
TEMPEST,Saltwater,C3,NA,NA,19,2023-06-07T15:51:00Z,20230607,851,EDT,2023-06-06,NA
TEMPEST,Saltwater,B4,NA,NA,18.8,2023-06-07T16:02:00Z,20230607,902,EDT,2023-06-07,NA
TEMPEST,Saltwater,B4,NA,NA,18.8,2023-06-07T16:02:00Z,20230607,902,EDT,2023-06-06,NA
TEMPEST,Saltwater,D5,NA,NA,18.8,2023-06-07T16:25:00Z,20230607,925,EDT,2023-06-07,NA
TEMPEST,Saltwater,D5,NA,NA,18.8,2023-06-07T16:25:00Z,20230607,925,EDT,2023-06-06,NA
TEMPEST,Saltwater,E3,NA,NA,18.5,2023-06-07T15:32:00Z,20230607,832,EDT,2023-06-07,NA
TEMPEST,Saltwater,E3,NA,NA,18.5,2023-06-07T15:32:00Z,20230607,832,EDT,2023-06-06,NA
TEMPEST,Saltwater,I5,NA,NA,18.5,2023-06-07T14:58:00Z,20230607,758,EDT,2023-06-07,NA
TEMPEST,Saltwater,I5,NA,NA,18.5,2023-06-07T14:58:00Z,20230607,758,EDT,2023-06-06,NA
TEMPEST,Freshwater,C3,NA,NA,20.7,2023-06-08T00:34:00Z,20230607,1734,EDT,2023-06-07,NA
TEMPEST,Freshwater,C3,NA,NA,20.7,2023-06-08T00:34:00Z,20230607,1734,EDT,2023-06-06,NA
TEMPEST,Freshwater,F4,NA,NA,20.8,2023-06-08T00:54:00Z,20230607,1754,EDT,2023-06-07,NA
TEMPEST,Freshwater,F4,NA,NA,20.8,2023-06-08T00:54:00Z,20230607,1754,EDT,2023-06-06,NA
TEMPEST,Freshwater,H3,NA,NA,22.4,2023-06-07T23:54:00Z,20230607,1654,EDT,2023-06-07,NA
TEMPEST,Freshwater,H3,NA,NA,22.4,2023-06-07T23:54:00Z,20230607,1654,EDT,2023-06-06,NA
TEMPEST,Freshwater,H6,NA,NA,22.5,2023-06-07T23:43:00Z,20230607,1643,EDT,2023-06-07,NA
TEMPEST,Freshwater,H6,NA,NA,22.5,2023-06-07T23:43:00Z,20230607,1643,EDT,2023-06-06,NA
TEMPEST,Freshwater,D5,NA,NA,20.3,2023-06-08T01:05:00Z,20230607,1805,EDT,2023-06-07,NA
TEMPEST,Freshwater,D5,NA,NA,20.3,2023-06-08T01:05:00Z,20230607,1805,EDT,2023-06-06,NA
TEMPEST,Freshwater,I5,NA,NA,21.4,2023-06-08T00:04:00Z,20230607,1704,EDT,2023-06-07,NA
TEMPEST,Freshwater,I5,NA,NA,21.4,2023-06-08T00:04:00Z,20230607,1704,EDT,2023-06-06,NA
TEMPEST,Saltwater,C3,NA,NA,24.2,2023-06-08T00:33:00Z,20230607,1733,EDT,2023-06-07,NA
TEMPEST,Saltwater,C3,NA,NA,24.2,2023-06-08T00:33:00Z,20230607,1733,EDT,2023-06-06,NA
TEMPEST,Saltwater,H3,NA,NA,22.4,2023-06-07T23:51:00Z,20230607,1651,EDT,2023-06-07,NA
TEMPEST,Saltwater,H3,NA,NA,22.4,2023-06-07T23:51:00Z,20230607,1651,EDT,2023-06-06,NA
TEMPEST,Saltwater,B4,NA,NA,22.4,2023-06-08T00:23:00Z,20230607,1723,EDT,2023-06-07,NA
TEMPEST,Saltwater,B4,NA,NA,22.4,2023-06-08T00:23:00Z,20230607,1723,EDT,2023-06-06,NA
TEMPEST,Saltwater,E3,NA,NA,22.1,2023-06-08T00:03:00Z,20230607,1703,EDT,2023-06-07,NA
TEMPEST,Saltwater,E3,NA,NA,22.1,2023-06-08T00:03:00Z,20230607,1703,EDT,2023-06-06,NA
TEMPEST,Freshwater,C3,NA,NA,19.8,2023-06-08T23:13:00Z,20230608,1613,EDT,2023-06-07,NA
TEMPEST,Freshwater,F4,NA,NA,20,2023-06-08T23:32:00Z,20230608,1632,EDT,2023-06-07,NA
TEMPEST,Freshwater,H6,NA,NA,20.8,2023-06-08T22:43:00Z,20230608,1543,EDT,2023-06-07,NA
TEMPEST,Freshwater,D5,NA,NA,19.3,2023-06-08T22:55:00Z,20230608,1555,EDT,2023-06-07,NA
TEMPEST,Freshwater,E3,NA,NA,20.8,2023-06-08T23:24:00Z,20230608,1624,EDT,2023-06-07,NA
TEMPEST,Freshwater,I5,NA,NA,21.3,2023-06-08T22:28:00Z,20230608,1528,EDT,2023-06-07,NA
TEMPEST,Saltwater,C3,NA,NA,21,2023-06-08T21:05:00Z,20230608,1405,EDT,2023-06-07,NA
TEMPEST,Saltwater,B4,NA,NA,21.6,2023-06-08T21:15:00Z,20230608,1415,EDT,2023-06-07,NA
TEMPEST,Saltwater,D5,NA,NA,21.8,2023-06-08T21:35:00Z,20230608,1435,EDT,2023-06-07,NA
TEMPEST,Saltwater,E3,NA,NA,20.6,2023-06-08T20:30:00Z,20230608,1330,EDT,2023-06-07,NA
TEMPEST,Saltwater,F6,NA,NA,21.8,2023-06-08T20:19:00Z,20230608,1319,EDT,2023-06-07,NA
TEMPEST,Freshwater,D5,NA,NA,22.8,2023-06-12T16:44:00Z,20230612,944,EDT,2023-06-08,NA
TEMPEST,Freshwater,I5,NA,NA,21.9,2023-06-12T17:09:00Z,20230612,1009,EDT,2023-06-08,NA
TEMPEST,Saltwater,B4,NA,NA,23,2023-06-12T16:35:00Z,20230612,935,EDT,2023-06-08,NA
TEMPEST,Control,H3,NA,NA,20.9,2023-06-14T18:00:00Z,20230614,1100,EDT,2023-06-12,NA
TEMPEST,Control,F6,NA,NA,20.4,2023-06-14T18:40:00Z,20230614,1140,EDT,2023-06-12,NA
TEMPEST,Control,I5,NA,NA,20.6,2023-06-14T18:27:00Z,20230614,1127,EDT,2023-06-12,NA
TEMPEST,Freshwater,C3,NA,NA,21.1,2023-06-14T22:02:00Z,20230614,1502,EDT,2023-06-12,NA
TEMPEST,Freshwater,B4,NA,NA,21.6,2023-06-14T21:58:00Z,20230614,1458,EDT,2023-06-12,NA
TEMPEST,Freshwater,D5,NA,NA,21.3,2023-06-14T22:13:00Z,20230614,1513,EDT,2023-06-12,NA
TEMPEST,Freshwater,I5,NA,NA,21.2,2023-06-14T22:36:00Z,20230614,1536,EDT,2023-06-12,NA
TEMPEST,Saltwater,C3,NA,NA,19.3,2023-06-14T19:01:00Z,20230614,1201,EDT,2023-06-12,NA
TEMPEST,Saltwater,F4,NA,NA,20.7,2023-06-14T19:52:00Z,20230614,1252,EDT,2023-06-12,NA
TEMPEST,Saltwater,B4,NA,NA,20.5,2023-06-14T19:14:00Z,20230614,1214,EDT,2023-06-12,NA
TEMPEST,Saltwater,D5,NA,NA,20.9,2023-06-14T19:28:00Z,20230614,1228,EDT,2023-06-12,NA
TEMPEST,Saltwater,E3,NA,NA,19.9,2023-06-14T19:57:00Z,20230614,1257,EDT,2023-06-12,NA
TEMPEST,Saltwater,F6,NA,NA,19.9,2023-06-14T19:42:00Z,20230614,1242,EDT,2023-06-12,NA
TEMPEST,Control,H6,NA,NA,25.3,2023-06-17T17:20:00Z,20230617,1020,EDT,2023-06-14,NA
TEMPEST,Freshwater,C3,NA,NA,23.2,2023-06-17T18:56:00Z,20230617,1156,EDT,2023-06-14,NA
TEMPEST,Freshwater,H6,NA,NA,23.3,2023-06-17T19:34:00Z,20230617,1234,EDT,2023-06-14,NA
TEMPEST,Freshwater,I5,NA,NA,23.4,2023-06-17T19:25:00Z,20230617,1225,EDT,2023-06-14,NA
TEMPEST,Saltwater,C3,NA,NA,24.5,2023-06-17T17:48:00Z,20230617,1048,EDT,2023-06-14,NA
TEMPEST,Saltwater,B4,NA,NA,25.9,2023-06-17T18:33:00Z,20230617,1133,EDT,2023-06-14,NA
TEMPEST,Saltwater,D5,NA,NA,21.2,2023-06-17T18:22:00Z,20230617,1122,EDT,2023-06-14,NA
TEMPEST,Saltwater,E3,NA,NA,24.2,2023-06-17T17:57:00Z,20230617,1057,EDT,2023-06-14,NA
TEMPEST,Freshwater,C3,NA,NA,23.7,2023-06-27T19:11:00Z,20230627,1211,EDT,2023-06-23,NA
TEMPEST,Freshwater,F4,NA,NA,23.5,2023-06-27T18:17:00Z,20230627,1117,EDT,2023-06-23,NA
TEMPEST,Freshwater,H3,NA,NA,23.3,2023-06-27T18:08:00Z,20230627,1108,EDT,2023-06-23,NA
TEMPEST,Freshwater,H6,NA,NA,25,2023-06-27T17:46:00Z,20230627,1046,EDT,2023-06-23,NA
TEMPEST,Freshwater,B4,NA,NA,24.1,2023-06-27T19:02:00Z,20230627,1202,EDT,2023-06-23,NA
TEMPEST,Freshwater,D5,NA,NA,23.8,2023-06-27T18:49:00Z,20230627,1149,EDT,2023-06-23,NA
TEMPEST,Freshwater,E3,NA,NA,23.6,2023-06-27T18:30:00Z,20230627,1130,EDT,2023-06-23,NA
TEMPEST,Freshwater,F6,NA,NA,23.9,2023-06-27T18:40:00Z,20230627,1140,EDT,2023-06-23,NA
TEMPEST,Freshwater,I5,NA,NA,23.6,2023-06-27T17:54:00Z,20230627,1054,EDT,2023-06-23,NA
TEMPEST,Saltwater,C3,NA,NA,24.7,2023-06-27T21:42:00Z,20230627,1442,EDT,2023-06-23,NA
TEMPEST,Saltwater,C6,NA,NA,24.1,2023-06-27T21:21:00Z,20230627,1421,EDT,2023-06-23,NA
TEMPEST,Saltwater,F4,NA,NA,24.3,2023-06-27T20:55:00Z,20230627,1355,EDT,2023-06-23,NA
TEMPEST,Saltwater,H3,NA,NA,24.3,2023-06-27T20:29:00Z,20230627,1329,EDT,2023-06-23,NA
TEMPEST,Saltwater,H6,NA,NA,24.5,2023-06-27T20:17:00Z,20230627,1317,EDT,2023-06-23,NA
TEMPEST,Saltwater,B4,NA,NA,25,2023-06-27T21:31:00Z,20230627,1431,EDT,2023-06-23,NA
TEMPEST,Saltwater,D5,NA,NA,24.3,2023-06-27T21:12:00Z,20230627,1412,EDT,2023-06-23,NA
TEMPEST,Saltwater,E3,NA,NA,24.3,2023-06-27T20:39:00Z,20230627,1339,EDT,2023-06-23,NA
TEMPEST,Saltwater,F6,NA,NA,24.2,2023-06-27T21:02:00Z,20230627,1402,EDT,2023-06-23,NA
TEMPEST,Saltwater,I5,NA,NA,25,2023-06-27T20:05:00Z,20230627,1305,EDT,2023-06-23,NA
TEMPEST,Control,C3,NA,NA,24.6,2023-06-28T22:43:00Z,20230628,1543,EDT,2023-06-23,NA
TEMPEST,Control,C6,NA,NA,23.9,2023-06-28T22:24:00Z,20230628,1524,EDT,2023-06-23,NA
TEMPEST,Control,H6,NA,NA,23.1,2023-06-28T21:54:00Z,20230628,1454,EDT,2023-06-23,NA
TEMPEST,Control,D5,NA,NA,23.8,2023-06-28T22:12:00Z,20230628,1512,EDT,2023-06-23,NA
TEMPEST,Control,E3,NA,NA,23.7,2023-06-28T22:48:00Z,20230628,1548,EDT,2023-06-23,NA
TEMPEST,Control,I5,NA,NA,23.5,2023-06-28T21:40:00Z,20230628,1440,EDT,2023-06-23,NA
TEMPEST,Control,C6,NA,NA,27.7,2023-07-07T18:13:00Z,20230707,1113,EDT,2023-07-05,NA
TEMPEST,Control,H6,NA,NA,28.9,2023-07-07T18:34:00Z,20230707,1134,EDT,2023-07-05,NA
TEMPEST,Freshwater,C3,NA,NA,26.6,2023-07-07T17:09:00Z,20230707,1009,EDT,2023-07-05,NA
TEMPEST,Freshwater,F4,NA,NA,26.8,2023-07-07T16:44:00Z,20230707,944,EDT,2023-07-05,NA
TEMPEST,Freshwater,H6,NA,NA,26.7,2023-07-07T16:32:00Z,20230707,932,EDT,2023-07-05,NA
TEMPEST,Freshwater,D5,NA,NA,27,2023-07-07T16:58:00Z,20230707,958,EDT,2023-07-05,NA
TEMPEST,Freshwater,I5,NA,NA,26.3,2023-07-07T16:20:00Z,20230707,920,EDT,2023-07-05,NA
TEMPEST,Saltwater,C3,NA,NA,26.3,2023-07-07T17:31:00Z,20230707,1031,EDT,2023-07-05,NA
TEMPEST,Saltwater,B4,NA,NA,26.9,2023-07-07T17:20:00Z,20230707,1020,EDT,2023-07-05,NA
TEMPEST,Saltwater,D5,NA,NA,27.1,2023-07-07T17:45:00Z,20230707,1045,EDT,2023-07-05,NA
TEMPEST,Saltwater,F6,NA,NA,25.8,2023-07-07T17:50:00Z,20230707,1050,EDT,2023-07-05,NA
TEMPEST,Control,C6,NA,NA,25.3,2023-07-10T19:40:00Z,20230710,1240,EDT,2023-07-07,NA
TEMPEST,Control,H6,NA,NA,26.9,2023-07-10T19:55:00Z,20230710,1255,EDT,2023-07-07,NA
TEMPEST,Control,I5,NA,NA,25.5,2023-07-10T20:10:00Z,20230710,1310,EDT,2023-07-07,NA
TEMPEST,Saltwater,C3,NA,NA,23.3,2023-07-10T18:56:00Z,20230710,1156,EDT,2023-07-07,NA
TEMPEST,Saltwater,B4,NA,NA,24,2023-07-10T18:58:00Z,20230710,1158,EDT,2023-07-07,NA
TEMPEST,Control,C6,NA,NA,26.1,2023-08-07T18:15:00Z,20230807,1115,EDT,2023-08-04,NA
TEMPEST,Control,H6,NA,NA,25.9,2023-08-07T18:49:00Z,20230807,1149,EDT,2023-08-04,NA
TEMPEST,Control,D5,NA,NA,26.5,2023-08-07T18:27:00Z,20230807,1127,EDT,2023-08-04,NA
TEMPEST,Control,E3,NA,NA,27.1,2023-08-07T18:40:00Z,20230807,1140,EDT,2023-08-04,NA
TEMPEST,Freshwater,C6,NA,NA,24.5,2023-08-07T16:31:00Z,20230807,931,EDT,2023-08-04,NA
TEMPEST,Freshwater,F4,NA,NA,24.7,2023-08-07T16:04:00Z,20230807,904,EDT,2023-08-04,NA
TEMPEST,Freshwater,H3,NA,NA,24.9,2023-08-07T15:58:00Z,20230807,858,EDT,2023-08-04,NA
TEMPEST,Freshwater,D5,NA,NA,24.7,2023-08-07T16:20:00Z,20230807,920,EDT,2023-08-04,NA
TEMPEST,Freshwater,I5,NA,NA,24.3,2023-08-07T15:45:00Z,20230807,845,EDT,2023-08-04,NA
TEMPEST,Saltwater,F4,NA,NA,25.3,2023-08-07T17:32:00Z,20230807,1032,EDT,2023-08-04,NA
TEMPEST,Saltwater,B4,NA,NA,25.6,2023-08-07T17:58:00Z,20230807,1058,EDT,2023-08-04,NA
TEMPEST,Saltwater,D5,NA,NA,24.9,2023-08-07T17:44:00Z,20230807,1044,EDT,2023-08-04,NA
TEMPEST,Saltwater,E3,NA,NA,24.7,2023-08-07T17:25:00Z,20230807,1025,EDT,2023-08-04,NA
TEMPEST,Saltwater,F6,NA,NA,25.1,2023-08-07T17:37:00Z,20230807,1037,EDT,2023-08-04,NA
TEMPEST,Control,C6,NA,NA,24.1,2023-08-10T17:53:00Z,20230810,1053,EDT,2023-08-07,NA
TEMPEST,Control,F4,NA,NA,24,2023-08-10T17:27:00Z,20230810,1027,EDT,2023-08-07,NA
TEMPEST,Control,H3,NA,NA,23.4,2023-08-10T16:47:00Z,20230810,947,EDT,2023-08-07,NA
TEMPEST,Control,H6,NA,NA,23.5,2023-08-10T17:08:00Z,20230810,1008,EDT,2023-08-07,NA
TEMPEST,Control,B4,NA,NA,25,2023-08-10T18:01:00Z,20230810,1101,EDT,2023-08-07,NA
TEMPEST,Control,E3,NA,NA,24.2,2023-08-10T17:36:00Z,20230810,1036,EDT,2023-08-07,NA
TEMPEST,Control,F6,NA,NA,24.2,2023-08-10T17:17:00Z,20230810,1017,EDT,2023-08-07,NA
TEMPEST,Control,I5,NA,NA,23.6,2023-08-10T16:57:00Z,20230810,957,EDT,2023-08-07,NA
TEMPEST,Freshwater,H3,NA,NA,23.7,2023-08-10T20:22:00Z,20230810,1322,EDT,2023-08-07,NA
TEMPEST,Freshwater,B4,NA,NA,23.8,2023-08-10T20:34:00Z,20230810,1334,EDT,2023-08-07,NA
TEMPEST,Freshwater,F6,NA,NA,24,2023-08-10T20:07:00Z,20230810,1307,EDT,2023-08-07,NA
TEMPEST,Saltwater,C6,NA,NA,24.2,2023-08-10T18:31:00Z,20230810,1131,EDT,2023-08-07,NA
TEMPEST,Saltwater,F4,NA,NA,23.9,2023-08-10T18:53:00Z,20230810,1153,EDT,2023-08-07,NA
TEMPEST,Saltwater,H3,NA,NA,24.2,2023-08-10T19:03:00Z,20230810,1203,EDT,2023-08-07,NA
TEMPEST,Saltwater,H6,NA,NA,24,2023-08-10T19:26:00Z,20230810,1226,EDT,2023-08-07,NA
TEMPEST,Saltwater,B4,NA,NA,24.5,2023-08-10T18:20:00Z,20230810,1120,EDT,2023-08-07,NA
TEMPEST,Saltwater,E3,NA,NA,23.8,2023-08-10T18:42:00Z,20230810,1142,EDT,2023-08-07,NA
TEMPEST,Saltwater,I5,NA,NA,24.2,2023-08-10T19:14:00Z,20230810,1214,EDT,2023-08-07,NA
TEMPEST,Control,H3,NA,NA,22.3,2023-10-02T19:12:00Z,20231002,1212,EDT,2023-09-29,NA
TEMPEST,Control,I5,NA,NA,22.5,2023-10-02T19:18:00Z,20231002,1218,EDT,2023-09-29,NA
TEMPEST,Freshwater,C6,NA,NA,20.7,2023-10-02T17:24:00Z,20231002,1024,EDT,2023-09-29,NA
TEMPEST,Freshwater,H3,NA,NA,20.5,2023-10-02T16:51:00Z,20231002,951,EDT,2023-09-29,NA
TEMPEST,Freshwater,B4,NA,NA,21.1,2023-10-02T17:32:00Z,20231002,1032,EDT,2023-09-29,NA
TEMPEST,Saltwater,C3,NA,NA,21.2,2023-10-02T18:38:00Z,20231002,1138,EDT,2023-09-29,NA
TEMPEST,Saltwater,F4,NA,NA,21.2,2023-10-02T18:07:00Z,20231002,1107,EDT,2023-09-29,NA
TEMPEST,Saltwater,H3,NA,NA,21.3,2023-10-02T17:55:00Z,20231002,1055,EDT,2023-09-29,NA
TEMPEST,Saltwater,H6,NA,NA,23.1,2023-10-05T18:32:00Z,20231005,1132,EDT,2023-10-02,NA
TEMPEST,Saltwater,F6,NA,NA,20.8,2023-10-05T18:25:00Z,20231005,1125,EDT,2023-10-02,NA
TEMPEST,Saltwater,B4,NA,NA,17.7,2023-11-16T19:34:00Z,20231116,1134,EDT,2023-11-13,NA
TEMPEST,Control,C6,NA,NA,10.8,2023-12-08T18:15:00Z,20231208,1015,EDT,2023-12-05,NA
TEMPEST,Control,I5,NA,NA,11.1,2023-12-08T17:49:00Z,20231208,949,EDT,2023-12-05,NA
TEMPEST,Freshwater,H3,NA,NA,10.8,2023-12-08T19:48:00Z,20231208,1148,EDT,2023-12-05,NA
TEMPEST,Freshwater,H6,NA,NA,11.4,2023-12-08T20:04:00Z,20231208,1204,EDT,2023-12-05,NA
TEMPEST,Freshwater,D5,NA,NA,12.2,2023-12-08T19:26:00Z,20231208,1126,EDT,2023-12-05,NA
TEMPEST,Freshwater,E3,NA,NA,11.8,2023-12-08T19:37:00Z,20231208,1137,EDT,2023-12-05,NA
TEMPEST,Freshwater,I5,NA,NA,11.1,2023-12-08T19:56:00Z,20231208,1156,EDT,2023-12-05,NA
TEMPEST,Saltwater,C6,NA,NA,11.3,2023-12-08T18:39:00Z,20231208,1039,EDT,2023-12-05,NA
TEMPEST,Saltwater,B4,NA,NA,11.5,2023-12-08T18:31:00Z,20231208,1031,EDT,2023-12-05,NA
TEMPEST,Saltwater,F6,NA,NA,10.9,2023-12-08T18:49:00Z,20231208,1049,EDT,2023-12-05,NA
TEMPEST,Control,F4,NA,NA,9.7,2023-12-11T18:18:00Z,20231211,1018,EDT,2023-12-08,NA
TEMPEST,Control,H3,NA,NA,10.6,2023-12-11T18:06:00Z,20231211,1006,EDT,2023-12-08,NA
TEMPEST,Control,H6,NA,NA,9.1,2023-12-11T18:23:00Z,20231211,1023,EDT,2023-12-08,NA
TEMPEST,Control,D5,NA,NA,9,2023-12-11T18:39:00Z,20231211,1039,EDT,2023-12-08,NA
TEMPEST,Freshwater,C6,NA,NA,8.9,2023-12-11T21:00:00Z,20231211,1300,EDT,2023-12-08,NA
TEMPEST,Freshwater,F4,NA,NA,8.8,2023-12-11T21:18:00Z,20231211,1318,EDT,2023-12-08,NA
TEMPEST,Freshwater,F6,NA,NA,8.4,2023-12-11T21:30:00Z,20231211,1330,EDT,2023-12-08,NA
TEMPEST,Saltwater,F4,NA,NA,9,2023-12-11T20:08:00Z,20231211,1208,EDT,2023-12-08,NA
TEMPEST,Saltwater,H6,NA,NA,9.1,2023-12-11T20:17:00Z,20231211,1217,EDT,2023-12-08,NA
