Site,plot,grid,spc_uscm,datetime,Date_YYYYMMDD,Time_24hr,tz,evacuation_date
TEMPEST,Freshwater,C3,91.4,2024-06-13T23:24:00Z,20240613,1624,EDT,2024-06-12
TEMPEST,Freshwater,C6,59,2024-06-13T22:37:00Z,20240613,1537,EDT,2024-06-13
TEMPEST,Freshwater,C6,59,2024-06-13T22:37:00Z,20240613,1537,EDT,2024-06-12
TEMPEST,Freshwater,F4,56.7,2024-06-13T22:06:00Z,20240613,1506,EDT,2024-06-13
TEMPEST,Freshwater,F4,56.7,2024-06-13T22:06:00Z,20240613,1506,EDT,2024-06-12
TEMPEST,Freshwater,H3,55,2024-06-13T21:56:00Z,20240613,1456,EDT,2024-06-13
TEMPEST,Freshwater,H3,55,2024-06-13T21:56:00Z,20240613,1456,EDT,2024-06-12
TEMPEST,Freshwater,D5,70,2024-06-13T23:12:00Z,20240613,1612,EDT,2024-06-13
TEMPEST,Freshwater,D5,70,2024-06-13T23:12:00Z,20240613,1612,EDT,2024-06-12
TEMPEST,Freshwater,I5,94.9,2024-06-13T21:42:00Z,20240613,1442,EDT,2024-06-13
TEMPEST,Freshwater,I5,94.9,2024-06-13T21:42:00Z,20240613,1442,EDT,2024-06-12
TEMPEST,Saltwater,C3,8860,2024-06-14T21:43:00Z,20240614,1443,EDT,2024-06-13
TEMPEST,Saltwater,C6,5010,2024-06-14T21:59:00Z,20240614,1459,EDT,2024-06-13
TEMPEST,Saltwater,H3,8690,2024-06-14T21:07:00Z,20240614,1407,EDT,2024-06-13
TEMPEST,Saltwater,B4,9700,2024-06-14T22:06:00Z,20240614,1506,EDT,2024-06-13
TEMPEST,Saltwater,F6,8320,2024-06-14T21:20:00Z,20240614,1420,EDT,2024-06-13
TEMPEST,Freshwater,C3,79.7,2024-06-14T22:18:00Z,20240614,1518,EDT,2024-06-13
TEMPEST,Freshwater,C6,52.7,2024-06-14T21:55:00Z,20240614,1455,EDT,2024-06-13
TEMPEST,Freshwater,F4,59.8,2024-06-14T22:35:00Z,20240614,1535,EDT,2024-06-13
TEMPEST,Freshwater,D5,81.9,2024-06-14T21:34:00Z,20240614,1434,EDT,2024-06-13
TEMPEST,Freshwater,I5,196.9,2024-06-14T20:42:00Z,20240614,1342,EDT,2024-06-13
TEMPEST,Saltwater,C3,8470,2024-06-17T18:24:00Z,20240617,1124,EDT,2024-06-14
TEMPEST,Saltwater,H6,4700,2024-06-17T17:51:00Z,20240617,1051,EDT,2024-06-14
TEMPEST,Saltwater,B4,9320,2024-06-17T18:12:00Z,20240617,1112,EDT,2024-06-14
TEMPEST,Saltwater,F6,8109.999999999999,2024-06-17T17:40:00Z,20240617,1040,EDT,2024-06-14
TEMPEST,Freshwater,C6,56.7,2024-06-17T17:24:00Z,20240617,1024,EDT,2024-06-14
TEMPEST,Freshwater,F4,129.9,2024-06-17T16:58:00Z,20240617,958,EDT,2024-06-14
TEMPEST,Freshwater,H6,91.3,2024-06-17T16:50:00Z,20240617,950,EDT,2024-06-14
TEMPEST,Freshwater,D5,88.5,2024-06-17T17:15:00Z,20240617,1015,EDT,2024-06-14
TEMPEST,Freshwater,I5,123.6,2024-06-17T16:36:00Z,20240617,936,EDT,2024-06-14
TEMPEST,Saltwater,C3,7450,2024-06-24T16:56:00Z,20240624,956,EDT,2024-06-21
TEMPEST,Saltwater,F6,6040,2024-06-24T17:12:00Z,20240624,1012,EDT,2024-06-21
TEMPEST,Freshwater,D5,56.6,2024-06-24T17:36:00Z,20240624,1036,EDT,2024-06-21
TEMPEST,Saltwater,B4,5750,2024-07-11T17:35:00Z,20240711,1035,EDT,NA
TEMPEST,Freshwater,H6,80.7,2024-07-15T20:10:00Z,20240715,1310,EDT,NA
TEMPEST,Saltwater,C3,6640,2024-08-02T18:22:00Z,20240802,1122,EDT,2024-07-30
TEMPEST,Saltwater,D5,3330,2024-08-02T18:43:00Z,20240802,1143,EDT,2024-07-30
TEMPEST,Saltwater,C3,4740,2024-08-05T17:53:00Z,20240805,1053,EDT,2024-08-02
TEMPEST,Saltwater,B4,3840,2024-08-05T17:44:00Z,20240805,1044,EDT,2024-08-02
TEMPEST,Saltwater,D5,2780,2024-08-05T17:30:00Z,20240805,1030,EDT,2024-08-02
TEMPEST,Saltwater,E3,3400,2024-08-05T17:14:00Z,20240805,1014,EDT,2024-08-02
TEMPEST,Saltwater,F6,4180,2024-08-05T17:19:00Z,20240805,1019,EDT,2024-08-02
TEMPEST,Freshwater,I5,211,2024-08-05T16:19:00Z,20240805,919,EDT,NA
TEMPEST,Control,H6,142.3,2024-08-08T17:52:00Z,20240808,1052,EDT,NA
TEMPEST,Control,I5,51.5,2024-08-08T17:55:00Z,20240808,1055,EDT,NA
TEMPEST,Saltwater,C3,5080,2024-08-08T17:06:00Z,20240808,1006,EDT,2024-08-05
TEMPEST,Saltwater,F4,3170,2024-08-08T16:57:00Z,20240808,957,EDT,2024-08-05
TEMPEST,Saltwater,H3,2330,2024-08-08T16:46:00Z,20240808,946,EDT,2024-08-05
TEMPEST,Saltwater,H6,1459,2024-08-08T16:25:00Z,20240808,925,EDT,2024-08-05
TEMPEST,Saltwater,B4,4120,2024-08-08T17:12:00Z,20240808,1012,EDT,2024-08-05
TEMPEST,Saltwater,D5,2690,2024-08-08T16:07:00Z,20240808,907,EDT,2024-08-05
TEMPEST,Saltwater,E3,3300,2024-08-08T17:02:00Z,20240808,1002,EDT,2024-08-05
TEMPEST,Saltwater,F6,3680,2024-08-08T16:19:00Z,20240808,919,EDT,2024-08-05
TEMPEST,Saltwater,I5,5330,2024-08-08T16:35:00Z,20240808,935,EDT,2024-08-05
TEMPEST,Freshwater,C3,51.5,2024-08-08T15:38:00Z,20240808,838,EDT,2024-08-05
TEMPEST,Freshwater,C6,33.6,2024-08-08T15:52:00Z,20240808,852,EDT,2024-08-05
TEMPEST,Freshwater,H6,82.2,2024-08-08T15:27:00Z,20240808,827,EDT,2024-08-05
TEMPEST,Freshwater,B4,42.8,2024-08-08T15:43:00Z,20240808,843,EDT,2024-08-05
TEMPEST,Freshwater,D5,47.4,2024-08-08T15:47:00Z,20240808,847,EDT,2024-08-05
TEMPEST,Saltwater,C6,2170,2024-08-12T17:15:00Z,20240812,1015,EDT,2024-08-08
TEMPEST,Saltwater,H6,1237,2024-08-12T17:27:00Z,20240812,1027,EDT,2024-08-08
TEMPEST,Saltwater,E3,3000,2024-08-12T17:40:00Z,20240812,1040,EDT,2024-08-08
TEMPEST,Freshwater,C3,34.2,2024-08-12T16:51:00Z,20240812,951,EDT,NA
TEMPEST,Freshwater,H3,41.5,2024-08-12T16:28:00Z,20240812,928,EDT,NA
TEMPEST,Freshwater,B4,31.1,2024-08-12T16:56:00Z,20240812,956,EDT,NA
TEMPEST,Freshwater,D5,39.2,2024-08-12T17:00:00Z,20240812,1000,EDT,NA
TEMPEST,Freshwater,E3,35.4,2024-08-12T16:46:00Z,20240812,946,EDT,NA
TEMPEST,Freshwater,F6,31.4,2024-08-12T16:41:00Z,20240812,941,EDT,NA
TEMPEST,Freshwater,I5,113.2,2024-08-12T16:18:00Z,20240812,918,EDT,NA
TEMPEST,Saltwater,C3,5400,2024-09-06T18:15:00Z,20240906,1115,EDT,2024-09-03
TEMPEST,Saltwater,F4,1623,2024-09-06T18:31:00Z,20240906,1131,EDT,2024-09-03
TEMPEST,Saltwater,B4,5330,2024-09-06T18:07:00Z,20240906,1107,EDT,2024-09-03
TEMPEST,Saltwater,D5,2490,2024-09-06T18:40:00Z,20240906,1140,EDT,2024-09-03
TEMPEST,Saltwater,F6,3380,2024-09-06T18:51:00Z,20240906,1151,EDT,2024-09-03
TEMPEST,Control,C6,97.7,2024-10-03T21:24:00Z,20241003,1424,EDT,2024-09-30
TEMPEST,Control,H6,52.6,2024-10-03T21:47:00Z,20241003,1447,EDT,2024-09-30
TEMPEST,Control,E3,45.4,2024-10-03T22:03:00Z,20241003,1503,EDT,2024-09-30
TEMPEST,Control,F6,77.3,2024-10-03T21:41:00Z,20241003,1441,EDT,2024-09-30
TEMPEST,Saltwater,C3,5390,2024-10-03T21:02:00Z,20241003,1402,EDT,2024-09-30
TEMPEST,Saltwater,C6,3210,2024-10-03T19:33:00Z,20241003,1233,EDT,2024-09-30
TEMPEST,Saltwater,F4,3730,2024-10-03T20:47:00Z,20241003,1347,EDT,2024-09-30
TEMPEST,Saltwater,H3,2840,2024-10-03T20:36:00Z,20241003,1336,EDT,2024-09-30
TEMPEST,Saltwater,H6,1376,2024-10-03T20:04:00Z,20241003,1304,EDT,2024-09-30
TEMPEST,Saltwater,D5,3190,2024-10-03T19:40:00Z,20241003,1240,EDT,2024-09-30
TEMPEST,Saltwater,E3,3260,2024-10-03T20:55:00Z,20241003,1355,EDT,2024-09-30
TEMPEST,Saltwater,F6,4660,2024-10-03T19:55:00Z,20241003,1255,EDT,2024-09-30
TEMPEST,Freshwater,D5,39.3,2024-10-03T19:25:00Z,20241003,1225,EDT,NA
TEMPEST,Freshwater,F6,64.2,2024-10-03T18:50:00Z,20241003,1150,EDT,NA
TEMPEST,Freshwater,I5,134.7,2024-10-03T18:43:00Z,20241003,1143,EDT,NA
TEMPEST,Saltwater,B4,6980,2024-10-07T18:17:00Z,20241007,1117,EDT,2024-10-03
TEMPEST,Control,C6,70.6,2024-12-13T22:12:00Z,20241213,1412,EST,2024-12-10
TEMPEST,Control,D5,28.3,2024-12-13T22:30:00Z,20241213,1430,EST,2024-12-10
TEMPEST,Control,E3,45.9,2024-12-13T22:50:00Z,20241213,1450,EST,2024-12-10
TEMPEST,Control,F6,34.8,2024-12-13T23:02:00Z,20241213,1502,EST,2024-12-10
TEMPEST,Control,I5,44.6,2024-12-13T23:15:00Z,20241213,1515,EST,2024-12-10
TEMPEST,Saltwater,C3,2900,2024-12-13T21:46:00Z,20241213,1346,EST,2024-12-10
TEMPEST,Saltwater,H3,1778,2024-12-13T21:29:00Z,20241213,1329,EST,2024-12-10
TEMPEST,Saltwater,H6,439,2024-12-13T21:06:00Z,20241213,1306,EST,2024-12-10
TEMPEST,Saltwater,B4,2680,2024-12-13T21:57:00Z,20241213,1357,EST,2024-12-10
TEMPEST,Saltwater,D5,1045,2024-12-13T20:36:00Z,20241213,1236,EST,2024-12-10
TEMPEST,Saltwater,E3,1284,2024-12-13T21:42:00Z,20241213,1342,EST,2024-12-10
TEMPEST,Saltwater,F6,2560,2024-12-13T20:54:00Z,20241213,1254,EST,2024-12-10
TEMPEST,Saltwater,I5,4000,2024-12-13T21:18:00Z,20241213,1318,EST,2024-12-10
TEMPEST,Freshwater,C3,56.6,2024-12-13T19:46:00Z,20241213,1146,EST,2024-12-10
TEMPEST,Freshwater,C6,44.4,2024-12-13T20:18:00Z,20241213,1218,EST,2024-12-10
TEMPEST,Freshwater,F4,44.9,2024-12-13T19:20:00Z,20241213,1120,EST,2024-12-10
TEMPEST,Freshwater,H6,46.6,2024-12-13T18:54:00Z,20241213,1054,EST,2024-12-10
TEMPEST,Freshwater,B4,63.3,2024-12-13T19:58:00Z,20241213,1158,EST,2024-12-10
TEMPEST,Freshwater,D5,63.8,2024-12-13T20:05:00Z,20241213,1205,EST,2024-12-10
TEMPEST,Freshwater,I5,83.2,2024-12-13T18:36:00Z,20241213,1036,EST,2024-12-10
TEMPEST,Control,C3,56,2025-01-31T19:37:00Z,20250131,1137,EST,2025-01-28
TEMPEST,Control,F4,43.3,2025-01-31T19:23:00Z,20250131,1123,EST,2025-01-28
TEMPEST,Control,H3,104.7,2025-01-31T18:51:00Z,20250131,1051,EST,2025-01-28
TEMPEST,Control,H6,65.3,2025-01-31T19:13:00Z,20250131,1113,EST,2025-01-28
TEMPEST,Control,B4,91.6,2025-01-31T20:19:00Z,20250131,1219,EST,2025-01-28
TEMPEST,Control,D5,49.1,2025-01-31T20:27:00Z,20250131,1227,EST,2025-01-28
TEMPEST,Control,I5,74.1,2025-01-31T19:00:00Z,20250131,1100,EST,2025-01-28
TEMPEST,Saltwater,B4,1437,2025-01-31T20:52:00Z,20250131,1252,EST,2025-01-28
TEMPEST,Saltwater,F4,466,2025-01-31T21:51:00Z,20250131,1351,EST,2025-01-28
TEMPEST,Saltwater,H6,147.9,2025-01-31T22:00:00Z,20250131,1400,EST,2025-01-28
TEMPEST,Saltwater,C3,1038,2025-01-31T21:08:00Z,20250131,1308,EST,2025-01-28
TEMPEST,Saltwater,D5,507,2025-01-31T21:45:00Z,20250131,1345,EST,2025-01-28
TEMPEST,Saltwater,F6,913,2025-01-31T21:47:00Z,20250131,1347,EST,2025-01-28
TEMPEST,Saltwater,I5,978,2025-01-31T21:59:00Z,20250131,1359,EST,2025-01-28
TEMPEST,Freshwater,C6,100.3,2025-01-31T22:05:00Z,20250131,1405,EST,2025-01-28
TEMPEST,Freshwater,H3,39.1,2025-01-31T22:20:00Z,20250131,1420,EST,2025-01-28
TEMPEST,Freshwater,D5,68.1,2025-01-31T22:08:00Z,20250131,1408,EST,2025-01-28
TEMPEST,Freshwater,F6,125.9,2025-01-31T22:33:00Z,20250131,1433,EST,2025-01-28
TEMPEST,Freshwater,I5,62.9,2025-01-31T22:27:00Z,20250131,1427,EST,2025-01-28
TEMPEST,Control,C3,48.8,2025-02-04T18:43:00Z,20250204,1043,EST,2025-01-31
TEMPEST,Control,C6,47.9,2025-02-04T19:07:00Z,20250204,1107,EST,2025-01-31
TEMPEST,Control,H3,31.2,2025-02-04T17:41:00Z,20250204,941,EST,2025-01-31
TEMPEST,Control,H6,84.2,2025-02-04T18:06:00Z,20250204,1006,EST,2025-01-31
TEMPEST,Control,B4,70.8,2025-02-04T18:55:00Z,20250204,1055,EST,2025-01-31
TEMPEST,Control,D5,49.5,2025-02-04T19:15:00Z,20250204,1115,EST,2025-01-31
TEMPEST,Control,E3,55.5,2025-02-04T18:33:00Z,20250204,1033,EST,2025-01-31
TEMPEST,Control,I5,57.7,2025-02-04T17:53:00Z,20250204,953,EST,2025-01-31
TEMPEST,Saltwater,B4,633,2025-02-04T20:10:00Z,20250204,1210,EST,2025-01-31
TEMPEST,Saltwater,C6,195.3,2025-02-04T20:30:00Z,20250204,1230,EST,2025-01-31
TEMPEST,Saltwater,F4,229,2025-02-04T20:58:00Z,20250204,1258,EST,2025-01-31
TEMPEST,Saltwater,H3,241,2025-02-04T21:17:00Z,20250204,1317,EST,2025-01-31
TEMPEST,Saltwater,H6,121,2025-02-04T21:33:00Z,20250204,1333,EST,2025-01-31
TEMPEST,Saltwater,C3,897,2025-02-04T20:20:00Z,20250204,1220,EST,2025-01-31
TEMPEST,Saltwater,D5,270,2025-02-04T20:39:00Z,20250204,1239,EST,2025-01-31
TEMPEST,Saltwater,E3,462,2025-02-04T21:06:00Z,20250204,1306,EST,2025-01-31
TEMPEST,Saltwater,F6,519,2025-02-04T20:48:00Z,20250204,1248,EST,2025-01-31
TEMPEST,Saltwater,I5,430,2025-02-04T21:25:00Z,20250204,1325,EST,2025-01-31
TEMPEST,Freshwater,C3,101.5,2025-02-04T22:27:00Z,20250204,1427,EST,2025-01-31
TEMPEST,Freshwater,C6,30.9,2025-02-04T21:58:00Z,20250204,1358,EST,2025-01-31
TEMPEST,Freshwater,F4,44.7,2025-02-04T22:44:00Z,20250204,1444,EST,2025-01-31
TEMPEST,Freshwater,H3,44.8,2025-02-04T22:54:00Z,20250204,1454,EST,2025-01-31
TEMPEST,Freshwater,H6,95,2025-02-04T23:12:00Z,20250204,1512,EST,2025-01-31
TEMPEST,Freshwater,B4,57.2,2025-02-04T22:07:00Z,20250204,1407,EST,2025-01-31
TEMPEST,Freshwater,D5,63.9,2025-02-04T22:24:00Z,20250204,1424,EST,2025-01-31
TEMPEST,Freshwater,E3,69.4,2025-02-04T22:33:00Z,20250204,1433,EST,2025-01-31
TEMPEST,Freshwater,F6,78,2025-02-04T23:22:00Z,20250204,1522,EST,2025-01-31
TEMPEST,Freshwater,I5,103.9,2025-02-04T23:02:00Z,20250204,1502,EST,2025-01-31
TEMPEST,Control,C6,92,2025-04-03T20:50:00Z,20250403,1350,EDT,2025-03-31
TEMPEST,Control,H3,49.7,2025-04-03T21:20:00Z,20250403,1420,EDT,2025-03-31
TEMPEST,Control,H6,70.8,2025-04-06T19:18:00Z,20250406,1218,EDT,NA
TEMPEST,Control,B4,44.6,2025-04-03T20:58:00Z,20250403,1358,EDT,2025-03-31
TEMPEST,Control,F6,109.6,2025-04-06T19:09:00Z,20250406,1209,EDT,NA
TEMPEST,Control,I5,28.3,2025-04-03T21:24:00Z,20250403,1424,EDT,2025-03-31
TEMPEST,Saltwater,C3,120.5,2025-04-03T20:36:00Z,20250403,1336,EDT,2025-03-31
TEMPEST,Saltwater,C6,165.8,2025-04-03T19:47:00Z,20250403,1247,EDT,2025-03-31
TEMPEST,Saltwater,F4,109.5,2025-04-03T20:23:00Z,20250403,1323,EDT,2025-03-31
TEMPEST,Saltwater,H6,105.6,2025-04-03T20:09:00Z,20250403,1309,EDT,2025-03-31
TEMPEST,Saltwater,B4,262,2025-04-03T19:32:00Z,20250403,1232,EDT,2025-03-31
TEMPEST,Saltwater,D5,90,2025-04-03T19:55:00Z,20250403,1255,EDT,2025-03-31
TEMPEST,Saltwater,E3,135.1,2025-04-03T20:27:00Z,20250403,1327,EDT,2025-03-31
TEMPEST,Saltwater,I5,103.9,2025-04-06T18:49:00Z,20250406,1149,EDT,NA
TEMPEST,Freshwater,C3,52.9,2025-04-03T17:56:00Z,20250403,1056,EDT,2025-03-31
TEMPEST,Freshwater,C3,NA,2025-04-06T18:20:00Z,20250406,1120,EDT,2025-04-03
TEMPEST,Freshwater,C6,64.2,2025-04-03T18:24:00Z,20250403,1124,EDT,2025-03-31
TEMPEST,Freshwater,F4,40,2025-04-03T17:28:00Z,20250403,1028,EDT,2025-03-31
