plot,grid,evacuation_datetime,collection_datetime,mean_EC_uScm_15cm,min_EC_uScm_15cm,max_EC_uScm_15cm,doc_mg_l,tdn_mg_l,collection_date
Saltwater,C3,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,188.4248422260472,54,447,16.19,0.6,2022-08-08
Saltwater,C3,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,105.9225676453656,21,262,21.94,3.06,2022-09-15
Saltwater,C3,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,108.23668384879723,35,177,14.76,0.51,2022-10-19
Saltwater,C3,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,114.03123662815561,42,189,23.28,0.94,2022-11-28
Saltwater,C3,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,87.02784503631958,33,161,45.24,1.47,2023-02-02
Saltwater,C3,2023-04-14T15:29:00Z,2023-04-17T13:38:00Z,91.7531565656567,34,167,53.19,1.59,2023-04-17
Saltwater,C3,2023-05-12T15:02:00Z,2023-05-15T19:37:00Z,80.10559845559845,32,138,53.12,1.41,2023-05-15
Saltwater,C3,2023-06-05T15:59:00Z,2023-06-06T20:19:00Z,419.9995081160782,32,2602,8.3,0.4,2023-06-06
Saltwater,C3,2023-06-06T20:19:00Z,2023-06-07T12:51:00Z,1086.9184810126567,387,2847,6.15,0.37,2023-06-07
Saltwater,C3,2023-06-07T12:15:00Z,2023-06-07T21:33:00Z,1542.1198198198206,596,2992,5.71,0.34,2023-06-07
Saltwater,C3,2023-06-07T21:33:00Z,2023-06-08T18:05:00Z,1221.1059063136488,522,2879,6.32,0.43,2023-06-08
Saltwater,C3,2023-06-12T12:48:00Z,2023-06-14T16:01:00Z,808.5538688593753,421,2075,7.45,0.64,2023-06-14
Saltwater,C3,2023-06-14T16:01:00Z,2023-06-17T14:48:00Z,724.4109255957205,451,1274,9.14,0.91,2023-06-17
Saltwater,C3,2023-06-23T16:35:00Z,2023-06-27T18:42:00Z,731.9514885414468,380,1870,8.13,0.48,2023-06-27
Saltwater,C3,2023-07-05T16:35:00Z,2023-07-07T14:31:00Z,485.4832875457877,276,933,9.05,0.59,2023-07-07
Saltwater,C3,2023-08-04T16:21:00Z,2023-08-07T15:04:00Z,223.24802504098955,78,445,9.68,0.58,2023-08-07
Saltwater,C3,2023-09-29T15:13:00Z,2023-10-02T15:38:00Z,160.29911059551432,56,314,12.36,0.7,2023-10-02
Saltwater,C3,2023-12-08T15:25:00Z,2023-12-11T16:45:00Z,144.33909903060248,42,376,34.13,2.19,2023-12-11
Saltwater,C6,2022-06-09T15:59:00Z,2022-06-15T15:59:00Z,58.15273972602754,11,117,21.12,0.97,2022-06-15
Saltwater,C6,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,1405.9098960338831,551,3061,7.42,0.78,2022-06-23
Saltwater,C6,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,1175.9827109266937,460,2064,10.46,0.84,2022-06-24
Saltwater,C6,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,355.4894547575067,76,680,19.29,5.07,2022-07-18
Saltwater,C6,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,105.9225676453656,21,262,54.58,1.84,2022-09-15
Saltwater,C6,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,108.23668384879723,35,177,45.83,2,2022-10-19
Saltwater,C6,2022-11-28T17:10:00Z,2022-12-01T17:46:00Z,113.34717416378317,43,189,44.24,3.32,2022-12-01
Saltwater,C6,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,87.02784503631958,33,161,39.86,1.82,2023-02-02
Saltwater,C6,2023-04-14T15:36:00Z,2023-04-17T13:54:00Z,91.74663582842719,34,167,34.28,1.19,2023-04-17
Saltwater,C6,2023-06-23T16:42:00Z,2023-06-27T18:21:00Z,732.1395674163339,381,1870,3.78,0.25,2023-06-27
Saltwater,C6,2023-08-04T16:23:00Z,2023-08-07T14:53:00Z,223.28289768483933,78,445,19.99,0.88,2023-08-07
Saltwater,C6,2023-08-07T15:59:00Z,2023-08-10T15:59:00Z,212.21950407721803,65,537,46.25,1.63,2023-08-10
Saltwater,C6,2023-12-08T16:59:00Z,2023-12-11T16:59:00Z,144.34567661884444,42,376,12.3,0.56,2023-12-11
Saltwater,D5,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,56.46123727486299,11,112,11.32,0.58,2022-06-13
Saltwater,D5,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,1631.8996062992128,845,3061,4.66,0.4,2022-06-22
Saltwater,D5,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,1405.9098960338831,551,3061,8.04,0.82,2022-06-23
Saltwater,D5,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,1175.9827109266937,460,2064,11.09,0.78,2022-06-24
Saltwater,D5,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,355.4894547575067,76,680,6.11,0.44,2022-07-18
Saltwater,D5,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,188.4248422260472,54,447,24.83,1.11,2022-08-08
Saltwater,D5,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,108.23668384879723,35,177,37.03,1.04,2022-10-19
Saltwater,D5,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,114.03123662815561,42,189,43.48,1.24,2022-11-28
Saltwater,D5,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,87.02784503631958,33,161,52.63,1.54,2023-02-02
Saltwater,D5,2023-04-14T13:48:00Z,2023-04-17T14:01:00Z,91.6251533742332,34,167,58,1.72,2023-04-17
Saltwater,D5,2023-06-05T15:59:00Z,2023-06-06T21:48:00Z,494.25305015816235,32,2602,4.14,0.29,2023-06-06
Saltwater,D5,2023-06-06T21:48:00Z,2023-06-07T13:25:00Z,1077.5544235924947,387,2886,3.87,0.28,2023-06-07
Saltwater,D5,2023-06-07T13:25:00Z,2023-06-07T21:11:00Z,1552.2043010752684,610,2992,4.04,0.32,2023-06-07
Saltwater,D5,2023-06-07T21:11:00Z,2023-06-08T18:35:00Z,1222.081409001958,515,2895,4.2,0.34,2023-06-08
Saltwater,D5,2023-06-12T13:27:00Z,2023-06-14T16:28:00Z,806.8503299978722,421,2075,7.68,0.44,2023-06-14
Saltwater,D5,2023-06-14T16:28:00Z,2023-06-17T15:22:00Z,724.3313408723748,451,1274,4.57,0.35,2023-06-17
Saltwater,D5,2023-06-23T16:45:00Z,2023-06-27T18:12:00Z,732.2682190599361,383,1870,3.52,0.28,2023-06-27
Saltwater,D5,2023-08-04T16:25:00Z,2023-08-07T14:44:00Z,223.34675246932136,78,445,19.92,0.66,2023-08-07
Saltwater,D5,2023-09-29T15:22:00Z,2023-10-02T15:23:00Z,160.29157751410224,56,314,23.07,0.75,2023-10-02
Saltwater,D5,2023-12-08T15:43:00Z,2023-12-11T16:58:00Z,144.32799695063852,42,376,32.69,0.98,2023-12-11
Saltwater,E3,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,56.46123727486299,11,112,9.96,1,2022-06-13
Saltwater,E3,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,1534.1616161616162,845,2967,4.9,0.44,2022-06-22
Saltwater,E3,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,1631.8996062992128,845,3061,2.78,0.17,2022-06-22
Saltwater,E3,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,1405.9098960338831,551,3061,6.41,0.41,2022-06-23
Saltwater,E3,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,1175.9827109266937,460,2064,7.79,0.46,2022-06-24
Saltwater,E3,2022-08-05T15:59:00Z,2022-08-08T15:59:00Z,189.0559114735,54,447,18.85,0.73,2022-08-08
Saltwater,E3,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,105.9225676453656,21,262,26.22,0.97,2022-09-15
Saltwater,E3,2022-11-28T17:10:00Z,2022-12-01T17:46:00Z,113.34717416378317,43,189,37.11,1.15,2022-12-01
Saltwater,E3,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,87.02784503631958,33,161,40.1,1.33,2023-02-02
Saltwater,E3,2023-04-14T13:38:00Z,2023-04-17T14:16:00Z,91.6073170731708,34,167,42.35,1.35,2023-04-17
Saltwater,E3,2023-06-05T15:59:00Z,2023-06-06T20:58:00Z,455.11121628018344,32,2602,3.77,0.28,2023-06-06
Saltwater,E3,2023-06-06T20:58:00Z,2023-06-07T12:32:00Z,1067.6231805929922,387,2829,3.82,0.29,2023-06-07
Saltwater,E3,2023-06-07T12:23:00Z,2023-06-07T21:03:00Z,1541.3271844660194,596,2992,3.79,0.25,2023-06-07
Saltwater,E3,2023-06-07T21:03:00Z,2023-06-08T17:30:00Z,1235.894069529649,525,2895,4.38,0.38,2023-06-08
Saltwater,E3,2023-06-08T17:30:00Z,2023-06-12T12:55:00Z,920.9391544117678,419,1932,4.12,0.33,2023-06-12
Saltwater,E3,2023-06-12T12:55:00Z,2023-06-14T16:57:00Z,807.3011021002268,421,2075,5.14,0.3,2023-06-14
Saltwater,E3,2023-06-14T16:57:00Z,2023-06-17T14:57:00Z,724.1673489438349,451,1274,5.16,0.33,2023-06-17
Saltwater,E3,2023-06-23T16:47:00Z,2023-06-27T17:39:00Z,732.5678462874529,384,1870,3.6,0.25,2023-06-27
Saltwater,E3,2023-07-05T18:35:00Z,2023-07-07T14:38:00Z,484.9203730272597,276,933,4.3,0.31,2023-07-07
Saltwater,E3,2023-08-04T16:36:00Z,2023-08-07T14:25:00Z,223.3668826276938,78,445,8.31,0.41,2023-08-07
Saltwater,E3,2023-08-07T15:59:00Z,2023-08-10T15:59:00Z,212.21950407721803,65,537,29.26,1,2023-08-10
Saltwater,F4,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,1631.8996062992128,845,3061,10.66,0.53,2022-06-22
Saltwater,F4,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,1175.9827109266937,460,2064,14.84,0.64,2022-06-24
Saltwater,F4,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,355.4894547575067,76,680,7.66,0.62,2022-07-18
Saltwater,F4,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,188.4248422260472,54,447,33.7,1.19,2022-08-08
Saltwater,F4,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,87.02784503631958,33,161,20.21,1.72,2023-02-02
Saltwater,F4,2023-06-23T16:49:00Z,2023-06-27T17:55:00Z,732.2448339283736,384,1870,6.51,0.36,2023-06-27
Saltwater,F4,2023-08-07T14:32:00Z,2023-08-10T15:53:00Z,212.09232026143724,65,537,37.24,1.23,2023-08-10
Saltwater,F6,2022-06-09T15:59:00Z,2022-06-15T15:59:00Z,58.15273972602754,11,117,13.87,0.88,2022-06-15
Saltwater,F6,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,1534.1616161616162,845,2967,10.4,0.57,2022-06-22
Saltwater,F6,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,1631.8996062992128,845,3061,5.09,0.36,2022-06-22
Saltwater,F6,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,1405.9098960338831,551,3061,5.3,0.52,2022-06-23
Saltwater,F6,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,1175.9827109266937,460,2064,5.81,0.39,2022-06-24
Saltwater,F6,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,355.4894547575067,76,680,4.94,0.41,2022-07-18
Saltwater,F6,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,188.4248422260472,54,447,12.87,0.66,2022-08-08
Saltwater,F6,2022-09-09T14:40:00Z,2022-09-12T15:20:00Z,72.19635162309655,10,214,13.25,0.61,2022-09-12
Saltwater,F6,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,108.23668384879723,35,177,44.55,1.46,2022-10-19
Saltwater,F6,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,114.03123662815561,42,189,42.99,1.39,2022-11-28
Saltwater,F6,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,87.02784503631958,33,161,42.55,1.45,2023-02-02
Saltwater,F6,2023-04-14T13:54:00Z,2023-04-17T14:06:00Z,91.62310838445805,34,167,42.05,1.4,2023-04-17
Saltwater,F6,2023-05-12T15:06:00Z,2023-05-15T19:59:00Z,80.1025591687512,32,138,50.96,1.67,2023-05-15
Saltwater,F6,2023-06-12T13:22:00Z,2023-06-14T16:42:00Z,806.6960659898485,421,2075,4.09,0.34,2023-06-14
Saltwater,F6,2023-06-23T16:56:00Z,2023-06-27T18:02:00Z,732.0579066998571,384,1870,3.83,0.3,2023-06-27
Saltwater,F6,2023-07-05T18:30:00Z,2023-07-07T14:50:00Z,484.96940227703976,276,933,4.3,0.35,2023-07-07
Saltwater,F6,2023-08-04T16:28:00Z,2023-08-07T14:37:00Z,223.3584283143378,78,445,9.42,0.43,2023-08-07
Saltwater,F6,2023-09-29T19:25:00Z,2023-10-02T15:16:00Z,160.10243198680956,56,314,30.33,1.11,2023-10-02
Saltwater,F6,2023-11-13T16:52:00Z,2023-11-16T16:48:00Z,143.73149407421798,39,274,20.01,0.93,2023-11-16
Saltwater,F6,2023-12-05T15:46:00Z,2023-12-08T15:49:00Z,145.86728754365555,48,293,38.61,1.23,2023-12-08
Saltwater,F6,2023-12-08T15:49:00Z,2023-12-11T17:02:00Z,144.3272346102536,42,376,34.86,1.09,2023-12-11
Saltwater,H3,2022-06-09T15:59:00Z,2022-06-15T15:59:00Z,58.15273972602754,11,117,20.06,0.06,2022-06-15
Saltwater,H3,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,1631.8996062992128,845,3061,6.53,0.57,2022-06-22
Saltwater,H3,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,1175.9827109266937,460,2064,5.83,0.49,2022-06-24
Saltwater,H3,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,280.45292470900205,75,471,86.27,2.94,2022-07-21
Saltwater,H3,2022-08-08T15:59:00Z,2022-08-11T15:59:00Z,173.85054624908955,52,338,83.08,2.97,2022-08-11
Saltwater,H3,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,105.9225676453656,21,262,86.81,2.78,2022-09-15
Saltwater,H3,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,108.23668384879723,35,177,109.2,4.39,2022-10-19
Saltwater,H3,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,114.03123662815561,42,189,35.85,1.08,2022-11-28
Saltwater,H3,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,84.16753525444504,32,155,24.3,0.95,2023-02-06
Saltwater,H3,2023-05-12T17:47:00Z,2023-05-15T20:05:00Z,80.09626093874303,32,138,24.18,0.84,2023-05-15
Saltwater,H3,2023-06-23T16:52:00Z,2023-06-27T17:29:00Z,732.6040918489532,385,1870,4.37,0.31,2023-06-27
Saltwater,H3,2023-08-07T15:59:00Z,2023-08-10T15:59:00Z,212.21950407721803,65,537,40.67,1.35,2023-08-10
Saltwater,H3,2023-09-29T15:28:00Z,2023-10-02T14:55:00Z,160.31988246816843,56,314,53.81,1.86,2023-10-02
Saltwater,H3,2023-12-05T15:57:00Z,2023-12-08T17:13:00Z,145.80812511920672,48,293,26.05,0.79,2023-12-08
Saltwater,H6,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,1534.1616161616162,845,2967,7.25,0.37,2022-06-22
Saltwater,H6,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,1631.8996062992128,845,3061,15.52,1.65,2022-06-22
Saltwater,H6,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,1405.9098960338831,551,3061,7.4,0.39,2022-06-23
Saltwater,H6,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,1175.9827109266937,460,2064,10.3,0.71,2022-06-24
Saltwater,H6,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,188.4248422260472,54,447,38.01,1.29,2022-08-08
Saltwater,H6,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,105.9225676453656,21,262,45.66,1.45,2022-09-15
Saltwater,H6,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,108.23668384879723,35,177,27.6,0.89,2022-10-19
Saltwater,H6,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,114.03123662815561,42,189,28.31,0.91,2022-11-28
Saltwater,H6,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,87.02784503631958,33,161,19.65,0.76,2023-02-02
Saltwater,H6,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,91.65066666666681,34,167,36.41,1.08,2023-04-17
Saltwater,H6,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,80.10189948555599,32,138,27.36,0.67,2023-05-15
Saltwater,H6,2023-06-07T20:34:00Z,2023-06-08T17:49:00Z,1241.5769534333056,525,2926,4.39,0.39,2023-06-08
Saltwater,H6,2023-06-08T15:59:00Z,2023-06-12T15:59:00Z,921.6398282810541,419,1975,5.19,0.42,2023-06-12
Saltwater,H6,2023-06-12T13:17:00Z,2023-06-14T17:18:00Z,806.1125966158382,421,2075,5.28,0.3,2023-06-14
Saltwater,H6,2023-06-23T16:55:00Z,2023-06-27T17:17:00Z,732.7909536784675,385,1870,4.82,0.26,2023-06-27
Saltwater,H6,2023-08-07T14:06:00Z,2023-08-10T16:26:00Z,211.9825918762097,65,537,49.79,1.55,2023-08-10
Saltwater,I5,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,56.46123727486299,11,112,14.77,1.28,2022-06-13
Saltwater,I5,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,1631.8996062992128,845,3061,11.85,1.25,2022-06-22
Saltwater,I5,2022-06-22T15:59:00Z,2022-06-23T13:41:00Z,1405.9098960338831,551,3061,15.07,1.9,2022-06-23
Saltwater,I5,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,1175.9827109266937,460,2064,15.9,1.5,2022-06-24
Saltwater,I5,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,355.4894547575067,76,680,15.02,1.07,2022-07-18
Saltwater,I5,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,188.4248422260472,54,447,20.27,0.82,2022-08-08
Saltwater,I5,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,84.16753525444504,32,155,85.4,3.13,2023-02-06
Saltwater,I5,2023-06-07T11:58:00Z,2023-06-07T20:45:00Z,1535.4452901998102,596,2992,11.37,0.72,2023-06-07
Saltwater,I5,2023-08-04T15:59:00Z,2023-08-07T15:59:00Z,223.10167008496964,78,446,18.75,1.55,2023-08-07
Saltwater,I5,2023-08-07T14:12:00Z,2023-08-10T16:14:00Z,212.0241256476678,65,537,48.78,1.45,2023-08-10
