Event,plot,grid,collection_datetime,sample_name,S275_295,S275_295_r2,S350_400,S350_400_r2,Sr,E2toE3,FI,HIX,FRESH,BIX,Abs_250nm,Abs_254nm,Abs_280nm,Abs_350nm,Abs_365nm,Abs_412nm,Abs_440nm,C_RSU,A_RSU,T_RSU,B_RSU,M_RSU,FDOM_RSU,evacuation_date
TMP,Freshwater,H6,2022-06-22T20:14:00Z,TMP_FW_H6_T2,0.013965,0.99917,0.018268,0.9999,0.76447,5.4568,1.5258,0.92529,0.56557,0.57306,0.18821,0.18263,0.18263,0.044935,0.03449,0.014253,0.0089602,0.86744,1.4234,0.21159,0.12,0.77052,0.61822,2022-06-22
